day,hour_of_day,price_d+1,price_d+2,price_d+3,price_d+4,price_d+5,price_d-1,price_d-2,price_d-3,price_d-4,price_d-5,price_t+1,price_t+2,price_t+3,price_t+4,price_t+5,price_t-1,price_t-2,price_t-3,price_t-4,price_t-5,price_td0,solar_d+1,solar_d+2,solar_d+3,solar_d+4,solar_d+5,solar_d-1,solar_d-2,solar_d-3,solar_d-4,solar_d-5,solar_t+1,solar_t+2,solar_t+3,solar_t+4,solar_t+5,solar_t-1,solar_t-2,solar_t-3,solar_t-4,solar_t-5,solar_td0
60,9,4.5,6.06,5.35,3.21,3.62,3.41,4.13,3.37,3.47,3.99,4.51,4.69,4.33,4.54,4.1,4.57,3.27,2.0,1.39,1.37,5.34,4.5,6.06,5.35,3.21,3.62,3.41,4.13,3.37,3.47,3.99,6.67,8.35,11.21,12.84,12.33,1.53,0.03,0.0,0.0,0.0,4.25
60,10,4.78,4.3,4.82,2.44,3.5,4.13,4.66,3.8,3.31,5.18,4.69,4.33,4.54,4.1,3.82,5.34,4.57,3.27,2.0,1.39,4.51,4.78,4.3,4.82,2.44,3.5,4.13,4.66,3.8,3.31,5.18,8.35,11.21,12.84,12.33,10.73,4.25,1.53,0.03,0.0,0.0,6.67
60,11,3.89,3.18,3.86,3.05,2.5,3.34,3.94,3.38,2.53,3.6,4.33,4.54,4.1,3.82,3.3,4.51,5.34,4.57,3.27,2.0,4.69,3.89,3.18,3.86,3.05,2.5,3.34,3.94,3.38,2.53,3.6,11.21,12.84,12.33,10.73,9.2,6.67,4.25,1.53,0.03,0.0,8.35
60,12,3.55,3.45,2.91,2.53,2.85,2.18,3.47,2.17,2.53,3.03,4.54,4.1,3.82,3.3,3.46,4.69,4.51,5.34,4.57,3.27,4.33,3.55,3.45,2.91,2.53,2.85,2.18,3.47,2.17,2.53,3.03,12.84,12.33,10.73,9.2,5.76,8.35,6.67,4.25,1.53,0.03,11.21
60,13,3.87,4.58,4.0,3.53,2.36,2.27,3.56,1.79,1.9,3.1,4.1,3.82,3.3,3.46,3.17,4.33,4.69,4.51,5.34,4.57,4.54,3.87,4.58,4.0,3.53,2.36,2.27,3.56,1.79,1.9,3.1,12.33,10.73,9.2,5.76,1.23,11.21,8.35,6.67,4.25,1.53,12.84
60,14,4.51,3.31,2.17,1.32,2.49,1.88,2.7,1.77,1.69,3.3,3.82,3.3,3.46,3.17,4.32,4.54,4.33,4.69,4.51,5.34,4.1,4.51,3.31,2.17,1.32,2.49,1.88,2.7,1.77,1.69,3.3,10.73,9.2,5.76,1.23,0.0,12.84,11.21,8.35,6.67,4.25,12.33
60,15,3.42,3.68,2.82,2.07,2.39,2.41,3.46,1.77,1.62,2.84,3.3,3.46,3.17,4.32,3.35,4.1,4.54,4.33,4.69,4.51,3.82,3.42,3.68,2.82,2.07,2.39,2.41,3.46,1.77,1.62,2.84,9.2,5.76,1.23,0.0,0.0,12.33,12.84,11.21,8.35,6.67,10.73
60,16,3.44,3.25,2.68,3.17,2.56,3.06,2.87,2.76,2.36,3.19,3.46,3.17,4.32,3.35,3.3,3.82,4.1,4.54,4.33,4.69,3.3,3.44,3.25,2.68,3.17,2.56,3.06,2.87,2.76,2.36,3.19,5.76,1.23,0.0,0.0,0.0,10.73,12.33,12.84,11.21,8.35,9.2
60,17,3.78,3.14,2.71,2.31,2.89,2.42,2.74,2.38,2.45,2.63,3.17,4.32,3.35,3.3,3.28,3.3,3.82,4.1,4.54,4.33,3.46,3.78,3.14,2.71,2.31,2.89,2.42,2.74,2.38,2.45,2.63,1.23,0.0,0.0,0.0,0.0,9.2,10.73,12.33,12.84,11.21,5.76
60,18,3.66,3.36,2.71,2.72,2.63,2.27,3.27,2.09,2.68,2.97,4.32,3.35,3.3,3.28,2.94,3.46,3.3,3.82,4.1,4.54,3.17,3.66,3.36,2.71,2.72,2.63,2.27,3.27,2.09,2.68,2.97,0.0,0.0,0.0,0.0,0.0,5.76,9.2,10.73,12.33,12.84,1.23
60,19,3.48,3.47,2.32,3.16,2.53,3.31,2.93,3.24,2.71,3.26,3.35,3.3,3.28,2.94,1.4,3.17,3.46,3.3,3.82,4.1,4.32,3.48,3.47,2.32,3.16,2.53,3.31,2.93,3.24,2.71,3.26,0.0,0.0,0.0,0.0,0.0,1.23,5.76,9.2,10.73,12.33,0.0
60,20,3.82,3.92,2.56,2.55,2.42,3.05,3.34,2.72,2.17,2.57,3.3,3.28,2.94,1.4,1.46,4.32,3.17,3.46,3.3,3.82,3.35,3.82,3.92,2.56,2.55,2.42,3.05,3.34,2.72,2.17,2.57,0.0,0.0,0.0,0.0,0.0,0.0,1.23,5.76,9.2,10.73,0.0
60,21,3.58,2.81,3.45,2.18,3.14,2.71,2.56,2.76,2.19,2.95,3.28,2.94,1.4,1.46,1.29,3.35,4.32,3.17,3.46,3.3,3.3,3.58,2.81,3.45,2.18,3.14,2.71,2.56,2.76,2.19,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,5.76,9.2,0.0
60,22,3.48,3.39,2.32,3.17,2.94,2.76,2.73,2.51,1.64,2.5,2.94,1.4,1.46,1.29,1.04,3.3,3.35,4.32,3.17,3.46,3.28,3.48,3.39,2.32,3.17,2.94,2.76,2.73,2.51,1.64,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,5.76,0.0
60,23,2.46,2.27,2.32,1.84,1.64,2.47,2.17,2.07,1.21,1.71,1.4,1.46,1.29,1.04,1.12,3.28,3.3,3.35,4.32,3.17,2.94,2.46,2.27,2.32,1.84,1.64,2.47,2.17,2.07,1.21,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0
60,24,1.62,1.59,1.85,1.22,1.51,1.55,1.59,0.86,0.79,1.9,1.46,1.29,1.04,1.12,1.39,2.94,3.28,3.3,3.35,4.32,1.4,1.62,1.59,1.85,1.22,1.51,1.55,1.59,0.86,0.79,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1,1.23,1.77,1.37,1.53,1.66,1.36,1.27,1.41,1.54,0.65,1.29,1.04,1.12,1.39,1.64,1.4,2.94,3.28,3.3,3.35,1.46,1.23,1.77,1.37,1.53,1.66,1.36,1.27,1.41,1.54,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2,1.21,1.79,1.41,1.84,1.48,1.32,1.11,1.5,1.72,0.53,1.04,1.12,1.39,1.64,3.33,1.46,1.4,2.94,3.28,3.3,1.29,1.21,1.79,1.41,1.84,1.48,1.32,1.11,1.5,1.72,0.53,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0
61,3,1.05,1.49,1.35,1.72,1.35,1.07,1.35,1.21,1.05,0.55,1.12,1.39,1.64,3.33,5.94,1.29,1.46,1.4,2.94,3.28,1.04,1.05,1.49,1.35,1.72,1.35,1.07,1.35,1.21,1.05,0.55,0.0,0.0,0.0,0.47,11.47,0.0,0.0,0.0,0.0,0.0,0.0
61,4,0.88,1.67,1.33,1.47,1.36,1.37,1.35,1.44,0.97,0.55,1.39,1.64,3.33,5.94,4.5,1.04,1.29,1.46,1.4,2.94,1.12,0.88,1.67,1.33,1.47,1.36,1.37,1.35,1.44,0.97,0.55,0.0,0.0,0.47,11.47,16.77,0.0,0.0,0.0,0.0,0.0,0.0
61,5,1.48,2.07,1.46,1.54,1.79,1.39,1.41,1.27,1.79,0.61,1.64,3.33,5.94,4.5,4.78,1.12,1.04,1.29,1.46,1.4,1.39,1.48,2.07,1.46,1.54,1.79,1.39,1.41,1.27,1.79,0.61,0.0,0.47,11.47,16.77,19.09,0.0,0.0,0.0,0.0,0.0,0.0
61,6,1.63,1.78,1.47,2.04,1.85,2.0,2.43,2.13,1.81,1.07,3.33,5.94,4.5,4.78,3.89,1.39,1.12,1.04,1.29,1.46,1.64,1.63,1.78,1.47,2.04,1.85,2.0,2.43,2.13,1.81,1.07,0.47,11.47,16.77,19.09,20.26,0.0,0.0,0.0,0.0,0.0,0.0
61,7,3.85,3.09,2.16,2.52,2.57,3.27,3.64,3.88,3.33,3.28,5.94,4.5,4.78,3.89,3.55,1.64,1.39,1.12,1.04,1.29,3.33,3.85,3.09,2.16,2.52,2.57,3.27,3.64,3.88,3.33,3.28,11.47,16.77,19.09,20.26,20.06,0.0,0.0,0.0,0.0,0.0,0.47
61,8,4.8,5.81,3.65,2.48,2.51,4.57,3.05,4.51,3.37,3.09,4.5,4.78,3.89,3.55,3.87,3.33,1.64,1.39,1.12,1.04,5.94,4.8,5.81,3.65,2.48,2.51,4.57,3.05,4.51,3.37,3.09,16.77,19.09,20.26,20.06,19.56,0.47,0.0,0.0,0.0,0.0,11.47
61,9,6.06,5.35,3.21,3.62,2.46,5.34,3.41,4.13,3.37,3.47,4.78,3.89,3.55,3.87,4.51,5.94,3.33,1.64,1.39,1.12,4.5,6.06,5.35,3.21,3.62,2.46,5.34,3.41,4.13,3.37,3.47,19.09,20.26,20.06,19.56,22.18,11.47,0.47,0.0,0.0,0.0,16.77
61,10,4.3,4.82,2.44,3.5,2.75,4.51,4.13,4.66,3.8,3.31,3.89,3.55,3.87,4.51,3.42,4.5,5.94,3.33,1.64,1.39,4.78,4.3,4.82,2.44,3.5,2.75,4.51,4.13,4.66,3.8,3.31,20.26,20.06,19.56,22.18,21.85,16.77,11.47,0.47,0.0,0.0,19.09
61,11,3.18,3.86,3.05,2.5,2.54,4.69,3.34,3.94,3.38,2.53,3.55,3.87,4.51,3.42,3.44,4.78,4.5,5.94,3.33,1.64,3.89,3.18,3.86,3.05,2.5,2.54,4.69,3.34,3.94,3.38,2.53,20.06,19.56,22.18,21.85,16.39,19.09,16.77,11.47,0.47,0.0,20.26
61,12,3.45,2.91,2.53,2.85,2.03,4.33,2.18,3.47,2.17,2.53,3.87,4.51,3.42,3.44,3.78,3.89,4.78,4.5,5.94,3.33,3.55,3.45,2.91,2.53,2.85,2.03,4.33,2.18,3.47,2.17,2.53,19.56,22.18,21.85,16.39,10.24,20.26,19.09,16.77,11.47,0.47,20.06
61,13,4.58,4.0,3.53,2.36,2.18,4.54,2.27,3.56,1.79,1.9,4.51,3.42,3.44,3.78,3.66,3.55,3.89,4.78,4.5,5.94,3.87,4.58,4.0,3.53,2.36,2.18,4.54,2.27,3.56,1.79,1.9,22.18,21.85,16.39,10.24,2.72,20.06,20.26,19.09,16.77,11.47,19.56
61,14,3.31,2.17,1.32,2.49,1.6,4.1,1.88,2.7,1.77,1.69,3.42,3.44,3.78,3.66,3.48,3.87,3.55,3.89,4.78,4.5,4.51,3.31,2.17,1.32,2.49,1.6,4.1,1.88,2.7,1.77,1.69,21.85,16.39,10.24,2.72,0.0,19.56,20.06,20.26,19.09,16.77,22.18
61,15,3.68,2.82,2.07,2.39,1.39,3.82,2.41,3.46,1.77,1.62,3.44,3.78,3.66,3.48,3.82,4.51,3.87,3.55,3.89,4.78,3.42,3.68,2.82,2.07,2.39,1.39,3.82,2.41,3.46,1.77,1.62,16.39,10.24,2.72,0.0,0.0,22.18,19.56,20.06,20.26,19.09,21.85
61,16,3.25,2.68,3.17,2.56,0.85,3.3,3.06,2.87,2.76,2.36,3.78,3.66,3.48,3.82,3.58,3.42,4.51,3.87,3.55,3.89,3.44,3.25,2.68,3.17,2.56,0.85,3.3,3.06,2.87,2.76,2.36,10.24,2.72,0.0,0.0,0.0,21.85,22.18,19.56,20.06,20.26,16.39
61,17,3.14,2.71,2.31,2.89,1.92,3.46,2.42,2.74,2.38,2.45,3.66,3.48,3.82,3.58,3.48,3.44,3.42,4.51,3.87,3.55,3.78,3.14,2.71,2.31,2.89,1.92,3.46,2.42,2.74,2.38,2.45,2.72,0.0,0.0,0.0,0.0,16.39,21.85,22.18,19.56,20.06,10.24
61,18,3.36,2.71,2.72,2.63,1.91,3.17,2.27,3.27,2.09,2.68,3.48,3.82,3.58,3.48,2.46,3.78,3.44,3.42,4.51,3.87,3.66,3.36,2.71,2.72,2.63,1.91,3.17,2.27,3.27,2.09,2.68,0.0,0.0,0.0,0.0,0.0,10.24,16.39,21.85,22.18,19.56,2.72
61,19,3.47,2.32,3.16,2.53,1.62,4.32,3.31,2.93,3.24,2.71,3.82,3.58,3.48,2.46,1.62,3.66,3.78,3.44,3.42,4.51,3.48,3.47,2.32,3.16,2.53,1.62,4.32,3.31,2.93,3.24,2.71,0.0,0.0,0.0,0.0,0.0,2.72,10.24,16.39,21.85,22.18,0.0
61,20,3.92,2.56,2.55,2.42,1.87,3.35,3.05,3.34,2.72,2.17,3.58,3.48,2.46,1.62,1.23,3.48,3.66,3.78,3.44,3.42,3.82,3.92,2.56,2.55,2.42,1.87,3.35,3.05,3.34,2.72,2.17,0.0,0.0,0.0,0.0,0.0,0.0,2.72,10.24,16.39,21.85,0.0
61,21,2.81,3.45,2.18,3.14,1.53,3.3,2.71,2.56,2.76,2.19,3.48,2.46,1.62,1.23,1.21,3.82,3.48,3.66,3.78,3.44,3.58,2.81,3.45,2.18,3.14,1.53,3.3,2.71,2.56,2.76,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,10.24,16.39,0.0
61,22,3.39,2.32,3.17,2.94,1.32,3.28,2.76,2.73,2.51,1.64,2.46,1.62,1.23,1.21,1.05,3.58,3.82,3.48,3.66,3.78,3.48,3.39,2.32,3.17,2.94,1.32,3.28,2.76,2.73,2.51,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,10.24,0.0
61,23,2.27,2.32,1.84,1.64,1.28,2.94,2.47,2.17,2.07,1.21,1.62,1.23,1.21,1.05,0.88,3.48,3.58,3.82,3.48,3.66,2.46,2.27,2.32,1.84,1.64,1.28,2.94,2.47,2.17,2.07,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0
61,24,1.59,1.85,1.22,1.51,1.42,1.4,1.55,1.59,0.86,0.79,1.23,1.21,1.05,0.88,1.48,2.46,3.48,3.58,3.82,3.48,1.62,1.59,1.85,1.22,1.51,1.42,1.4,1.55,1.59,0.86,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1,1.77,1.37,1.53,1.66,1.19,1.46,1.36,1.27,1.41,1.54,1.21,1.05,0.88,1.48,1.63,1.62,2.46,3.48,3.58,3.82,1.23,1.77,1.37,1.53,1.66,1.19,1.46,1.36,1.27,1.41,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2,1.79,1.41,1.84,1.48,1.13,1.29,1.32,1.11,1.5,1.72,1.05,0.88,1.48,1.63,3.85,1.23,1.62,2.46,3.48,3.58,1.21,1.79,1.41,1.84,1.48,1.13,1.29,1.32,1.11,1.5,1.72,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
62,3,1.49,1.35,1.72,1.35,1.35,1.04,1.07,1.35,1.21,1.05,0.88,1.48,1.63,3.85,4.8,1.21,1.23,1.62,2.46,3.48,1.05,1.49,1.35,1.72,1.35,1.35,1.04,1.07,1.35,1.21,1.05,0.0,0.0,0.0,0.1,4.58,0.0,0.0,0.0,0.0,0.0,0.0
62,4,1.67,1.33,1.47,1.36,1.48,1.12,1.37,1.35,1.44,0.97,1.48,1.63,3.85,4.8,6.06,1.05,1.21,1.23,1.62,2.46,0.88,1.67,1.33,1.47,1.36,1.48,1.12,1.37,1.35,1.44,0.97,0.0,0.0,0.1,4.58,11.13,0.0,0.0,0.0,0.0,0.0,0.0
62,5,2.07,1.46,1.54,1.79,1.48,1.39,1.39,1.41,1.27,1.79,1.63,3.85,4.8,6.06,4.3,0.88,1.05,1.21,1.23,1.62,1.48,2.07,1.46,1.54,1.79,1.48,1.39,1.39,1.41,1.27,1.79,0.0,0.1,4.58,11.13,17.59,0.0,0.0,0.0,0.0,0.0,0.0
62,6,1.78,1.47,2.04,1.85,1.61,1.64,2.0,2.43,2.13,1.81,3.85,4.8,6.06,4.3,3.18,1.48,0.88,1.05,1.21,1.23,1.63,1.78,1.47,2.04,1.85,1.61,1.64,2.0,2.43,2.13,1.81,0.1,4.58,11.13,17.59,18.03,0.0,0.0,0.0,0.0,0.0,0.0
62,7,3.09,2.16,2.52,2.57,2.48,3.33,3.27,3.64,3.88,3.33,4.8,6.06,4.3,3.18,3.45,1.63,1.48,0.88,1.05,1.21,3.85,3.09,2.16,2.52,2.57,2.48,3.33,3.27,3.64,3.88,3.33,4.58,11.13,17.59,18.03,23.04,0.0,0.0,0.0,0.0,0.0,0.1
62,8,5.81,3.65,2.48,2.51,3.82,5.94,4.57,3.05,4.51,3.37,6.06,4.3,3.18,3.45,4.58,3.85,1.63,1.48,0.88,1.05,4.8,5.81,3.65,2.48,2.51,3.82,5.94,4.57,3.05,4.51,3.37,11.13,17.59,18.03,23.04,16.55,0.1,0.0,0.0,0.0,0.0,4.58
62,9,5.35,3.21,3.62,2.46,3.74,4.5,5.34,3.41,4.13,3.37,4.3,3.18,3.45,4.58,3.31,4.8,3.85,1.63,1.48,0.88,6.06,5.35,3.21,3.62,2.46,3.74,4.5,5.34,3.41,4.13,3.37,17.59,18.03,23.04,16.55,16.25,4.58,0.1,0.0,0.0,0.0,11.13
62,10,4.82,2.44,3.5,2.75,3.91,4.78,4.51,4.13,4.66,3.8,3.18,3.45,4.58,3.31,3.68,6.06,4.8,3.85,1.63,1.48,4.3,4.82,2.44,3.5,2.75,3.91,4.78,4.51,4.13,4.66,3.8,18.03,23.04,16.55,16.25,16.74,11.13,4.58,0.1,0.0,0.0,17.59
62,11,3.86,3.05,2.5,2.54,2.58,3.89,4.69,3.34,3.94,3.38,3.45,4.58,3.31,3.68,3.25,4.3,6.06,4.8,3.85,1.63,3.18,3.86,3.05,2.5,2.54,2.58,3.89,4.69,3.34,3.94,3.38,23.04,16.55,16.25,16.74,15.97,17.59,11.13,4.58,0.1,0.0,18.03
62,12,2.91,2.53,2.85,2.03,2.28,3.55,4.33,2.18,3.47,2.17,4.58,3.31,3.68,3.25,3.14,3.18,4.3,6.06,4.8,3.85,3.45,2.91,2.53,2.85,2.03,2.28,3.55,4.33,2.18,3.47,2.17,16.55,16.25,16.74,15.97,13.02,18.03,17.59,11.13,4.58,0.1,23.04
62,13,4.0,3.53,2.36,2.18,2.44,3.87,4.54,2.27,3.56,1.79,3.31,3.68,3.25,3.14,3.36,3.45,3.18,4.3,6.06,4.8,4.58,4.0,3.53,2.36,2.18,2.44,3.87,4.54,2.27,3.56,1.79,16.25,16.74,15.97,13.02,5.11,23.04,18.03,17.59,11.13,4.58,16.55
62,14,2.17,1.32,2.49,1.6,2.2,4.51,4.1,1.88,2.7,1.77,3.68,3.25,3.14,3.36,3.47,4.58,3.45,3.18,4.3,6.06,3.31,2.17,1.32,2.49,1.6,2.2,4.51,4.1,1.88,2.7,1.77,16.74,15.97,13.02,5.11,0.0,16.55,23.04,18.03,17.59,11.13,16.25
62,15,2.82,2.07,2.39,1.39,2.5,3.42,3.82,2.41,3.46,1.77,3.25,3.14,3.36,3.47,3.92,3.31,4.58,3.45,3.18,4.3,3.68,2.82,2.07,2.39,1.39,2.5,3.42,3.82,2.41,3.46,1.77,15.97,13.02,5.11,0.0,0.0,16.25,16.55,23.04,18.03,17.59,16.74
62,16,2.68,3.17,2.56,0.85,2.45,3.44,3.3,3.06,2.87,2.76,3.14,3.36,3.47,3.92,2.81,3.68,3.31,4.58,3.45,3.18,3.25,2.68,3.17,2.56,0.85,2.45,3.44,3.3,3.06,2.87,2.76,13.02,5.11,0.0,0.0,0.0,16.74,16.25,16.55,23.04,18.03,15.97
62,17,2.71,2.31,2.89,1.92,2.41,3.78,3.46,2.42,2.74,2.38,3.36,3.47,3.92,2.81,3.39,3.25,3.68,3.31,4.58,3.45,3.14,2.71,2.31,2.89,1.92,2.41,3.78,3.46,2.42,2.74,2.38,5.11,0.0,0.0,0.0,0.0,15.97,16.74,16.25,16.55,23.04,13.02
62,18,2.71,2.72,2.63,1.91,2.28,3.66,3.17,2.27,3.27,2.09,3.47,3.92,2.81,3.39,2.27,3.14,3.25,3.68,3.31,4.58,3.36,2.71,2.72,2.63,1.91,2.28,3.66,3.17,2.27,3.27,2.09,0.0,0.0,0.0,0.0,0.0,13.02,15.97,16.74,16.25,16.55,5.11
62,19,2.32,3.16,2.53,1.62,2.36,3.48,4.32,3.31,2.93,3.24,3.92,2.81,3.39,2.27,1.59,3.36,3.14,3.25,3.68,3.31,3.47,2.32,3.16,2.53,1.62,2.36,3.48,4.32,3.31,2.93,3.24,0.0,0.0,0.0,0.0,0.0,5.11,13.02,15.97,16.74,16.25,0.0
62,20,2.56,2.55,2.42,1.87,2.4,3.82,3.35,3.05,3.34,2.72,2.81,3.39,2.27,1.59,1.77,3.47,3.36,3.14,3.25,3.68,3.92,2.56,2.55,2.42,1.87,2.4,3.82,3.35,3.05,3.34,2.72,0.0,0.0,0.0,0.0,0.0,0.0,5.11,13.02,15.97,16.74,0.0
62,21,3.45,2.18,3.14,1.53,2.27,3.58,3.3,2.71,2.56,2.76,3.39,2.27,1.59,1.77,1.79,3.92,3.47,3.36,3.14,3.25,2.81,3.45,2.18,3.14,1.53,2.27,3.58,3.3,2.71,2.56,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,13.02,15.97,0.0
62,22,2.32,3.17,2.94,1.32,2.44,3.48,3.28,2.76,2.73,2.51,2.27,1.59,1.77,1.79,1.49,2.81,3.92,3.47,3.36,3.14,3.39,2.32,3.17,2.94,1.32,2.44,3.48,3.28,2.76,2.73,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,13.02,0.0
62,23,2.32,1.84,1.64,1.28,2.05,2.46,2.94,2.47,2.17,2.07,1.59,1.77,1.79,1.49,1.67,3.39,2.81,3.92,3.47,3.36,2.27,2.32,1.84,1.64,1.28,2.05,2.46,2.94,2.47,2.17,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11,0.0
62,24,1.85,1.22,1.51,1.42,1.56,1.62,1.4,1.55,1.59,0.86,1.77,1.79,1.49,1.67,2.07,2.27,3.39,2.81,3.92,3.47,1.59,1.85,1.22,1.51,1.42,1.56,1.62,1.4,1.55,1.59,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1,1.37,1.53,1.66,1.19,1.58,1.23,1.46,1.36,1.27,1.41,1.79,1.49,1.67,2.07,1.78,1.59,2.27,3.39,2.81,3.92,1.77,1.37,1.53,1.66,1.19,1.58,1.23,1.46,1.36,1.27,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2,1.41,1.84,1.48,1.13,1.46,1.21,1.29,1.32,1.11,1.5,1.49,1.67,2.07,1.78,3.09,1.77,1.59,2.27,3.39,2.81,1.79,1.41,1.84,1.48,1.13,1.46,1.21,1.29,1.32,1.11,1.5,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0
63,3,1.35,1.72,1.35,1.35,1.66,1.05,1.04,1.07,1.35,1.21,1.67,2.07,1.78,3.09,5.81,1.79,1.77,1.59,2.27,3.39,1.49,1.35,1.72,1.35,1.35,1.66,1.05,1.04,1.07,1.35,1.21,0.0,0.0,0.0,0.44,11.8,0.0,0.0,0.0,0.0,0.0,0.0
63,4,1.33,1.47,1.36,1.48,1.37,0.88,1.12,1.37,1.35,1.44,2.07,1.78,3.09,5.81,5.35,1.49,1.79,1.77,1.59,2.27,1.67,1.33,1.47,1.36,1.48,1.37,0.88,1.12,1.37,1.35,1.44,0.0,0.0,0.44,11.8,19.71,0.0,0.0,0.0,0.0,0.0,0.0
63,5,1.46,1.54,1.79,1.48,1.66,1.48,1.39,1.39,1.41,1.27,1.78,3.09,5.81,5.35,4.82,1.67,1.49,1.79,1.77,1.59,2.07,1.46,1.54,1.79,1.48,1.66,1.48,1.39,1.39,1.41,1.27,0.0,0.44,11.8,19.71,19.47,0.0,0.0,0.0,0.0,0.0,0.0
63,6,1.47,2.04,1.85,1.61,2.07,1.63,1.64,2.0,2.43,2.13,3.09,5.81,5.35,4.82,3.86,2.07,1.67,1.49,1.79,1.77,1.78,1.47,2.04,1.85,1.61,2.07,1.63,1.64,2.0,2.43,2.13,0.44,11.8,19.71,19.47,17.37,0.0,0.0,0.0,0.0,0.0,0.0
63,7,2.16,2.52,2.57,2.48,3.59,3.85,3.33,3.27,3.64,3.88,5.81,5.35,4.82,3.86,2.91,1.78,2.07,1.67,1.49,1.79,3.09,2.16,2.52,2.57,2.48,3.59,3.85,3.33,3.27,3.64,3.88,11.8,19.71,19.47,17.37,21.13,0.0,0.0,0.0,0.0,0.0,0.44
63,8,3.65,2.48,2.51,3.82,3.22,4.8,5.94,4.57,3.05,4.51,5.35,4.82,3.86,2.91,4.0,3.09,1.78,2.07,1.67,1.49,5.81,3.65,2.48,2.51,3.82,3.22,4.8,5.94,4.57,3.05,4.51,19.71,19.47,17.37,21.13,18.99,0.44,0.0,0.0,0.0,0.0,11.8
63,9,3.21,3.62,2.46,3.74,3.4,6.06,4.5,5.34,3.41,4.13,4.82,3.86,2.91,4.0,2.17,5.81,3.09,1.78,2.07,1.67,5.35,3.21,3.62,2.46,3.74,3.4,6.06,4.5,5.34,3.41,4.13,19.47,17.37,21.13,18.99,21.03,11.8,0.44,0.0,0.0,0.0,19.71
63,10,2.44,3.5,2.75,3.91,2.44,4.3,4.78,4.51,4.13,4.66,3.86,2.91,4.0,2.17,2.82,5.35,5.81,3.09,1.78,2.07,4.82,2.44,3.5,2.75,3.91,2.44,4.3,4.78,4.51,4.13,4.66,17.37,21.13,18.99,21.03,15.28,19.71,11.8,0.44,0.0,0.0,19.47
63,11,3.05,2.5,2.54,2.58,2.19,3.18,3.89,4.69,3.34,3.94,2.91,4.0,2.17,2.82,2.68,4.82,5.35,5.81,3.09,1.78,3.86,3.05,2.5,2.54,2.58,2.19,3.18,3.89,4.69,3.34,3.94,21.13,18.99,21.03,15.28,12.04,19.47,19.71,11.8,0.44,0.0,17.37
63,12,2.53,2.85,2.03,2.28,2.68,3.45,3.55,4.33,2.18,3.47,4.0,2.17,2.82,2.68,2.71,3.86,4.82,5.35,5.81,3.09,2.91,2.53,2.85,2.03,2.28,2.68,3.45,3.55,4.33,2.18,3.47,18.99,21.03,15.28,12.04,9.7,17.37,19.47,19.71,11.8,0.44,21.13
63,13,3.53,2.36,2.18,2.44,2.88,4.58,3.87,4.54,2.27,3.56,2.17,2.82,2.68,2.71,2.71,2.91,3.86,4.82,5.35,5.81,4.0,3.53,2.36,2.18,2.44,2.88,4.58,3.87,4.54,2.27,3.56,21.03,15.28,12.04,9.7,2.7,21.13,17.37,19.47,19.71,11.8,18.99
63,14,1.32,2.49,1.6,2.2,2.79,3.31,4.51,4.1,1.88,2.7,2.82,2.68,2.71,2.71,2.32,4.0,2.91,3.86,4.82,5.35,2.17,1.32,2.49,1.6,2.2,2.79,3.31,4.51,4.1,1.88,2.7,15.28,12.04,9.7,2.7,0.0,18.99,21.13,17.37,19.47,19.71,21.03
63,15,2.07,2.39,1.39,2.5,2.8,3.68,3.42,3.82,2.41,3.46,2.68,2.71,2.71,2.32,2.56,2.17,4.0,2.91,3.86,4.82,2.82,2.07,2.39,1.39,2.5,2.8,3.68,3.42,3.82,2.41,3.46,12.04,9.7,2.7,0.0,0.0,21.03,18.99,21.13,17.37,19.47,15.28
