t1,t2,t3,t4,t5,t6,t7,exp_ma,hour,slope1,slope2,curr_pred,actual
0,0,0,0,0,0,0,151.898236986,20,0,0,0,0
0,0,0,0,0,0,0,151.898236986,21,0,0,0,0
0,0,0,0,0,0,0,151.898236986,22,0,0,0,0
0,0,0,0,0,0,0,151.898236986,23,0,0,0,0
0,0,0,0,0,0,0,150.004697565,0,0,0,0,0
0,0,0,0,0,0,0,150.004697565,1,0,0,0,0
0,0,0,0,0,0,0,150.004697565,2,0,0,0,0
0,0,0,0,0,0,0,150.004697565,3,0,0,0,0
0,0,0,0,0,0,0,150.004697565,4,0,0,0,0
0,0,0,0,0,0,0,150.004697565,5,0,0.21,0,0
0.37,1.48,0.33,0.42,0.38,0.3,0.19,150.004697565,6,0.21,3.7800000000000002,0.21,0.0
4.66,9.84,5.6,5.3,5.45,6.29,2.08,150.004697565,7,3.7800000000000002,3.05,3.99,6.58
7.13,20.02,10.83,9.36,7.38,13.22,4.77,150.004697565,8,3.05,1.6499999999999995,7.04,17.17
10.38,21.12,16.06,10.6,11.15,15.19,6.49,150.004697565,9,1.6499999999999995,0.9500000000000011,8.69,22.79
12.0,21.38,16.19,13.85,14.44,15.97,8.84,150.004697565,10,0.9500000000000011,-2.0600000000000005,9.64,24.66
12.16,20.65,16.19,14.78,16.78,15.92,9.58,150.004697565,11,-2.0600000000000005,3.0500000000000007,7.58,25.26
14.19,19.86,20.13,12.28,19.27,15.1,9.13,150.004697565,12,3.0500000000000007,3.6999999999999993,10.63,25.33
9.7,20.84,24.89,14.29,18.73,10.3,7.61,150.004697565,13,3.6999999999999993,1.7700000000000014,14.33,24.88
7.38,19.27,21.32,11.15,16.89,7.49,7.67,150.004697565,14,1.7700000000000014,-4.710000000000001,16.1,23.7
7.52,17.65,20.78,9.0,16.72,5.62,5.35,150.004697565,15,-4.710000000000001,-5.430000000000001,11.39,21.52
3.95,12.07,12.79,6.6,12.28,3.27,3.23,150.004697565,16,-5.430000000000001,-5.21,5.96,14.83
1.82,3.62,6.27,1.93,6.66,0.77,0.73,150.004697565,17,-5.21,-0.75,0.75,2.3
0,0,0,0,0,0,0,150.004697565,18,-0.75,0,0,0
0,0,0,0,0,0,0,150.004697565,19,0,0,0,0
0,0,0,0,0,0,0,150.004697565,20,0,0,0,0
0,0,0,0,0,0,0,150.004697565,21,0,0,0,0
0,0,0,0,0,0,0,150.004697565,22,0,0,0,0
0,0,0,0,0,0,0,150.004697565,23,0,0,0,0
0,0,0,0,0,0,0,147.996143502,0,0,0,0,0
0,0,0,0,0,0,0,147.996143502,1,0,0,0,0
0,0,0,0,0,0,0,147.996143502,2,0,0,0,0
0,0,0,0,0,0,0,147.996143502,3,0,0,0,0
0,0,0,0,0,0,0,147.996143502,4,0,0,0,0
0,0,0,0,0,0,0,147.996143502,5,0,0.25,0,0
0.21,0.37,1.48,0.33,0.42,0.38,0.3,147.996143502,6,0.25,1.79,0.25,0.0
3.99,4.66,9.84,5.6,5.3,5.45,6.29,147.996143502,7,1.79,1.6800000000000002,2.04,6.49
7.04,7.13,20.02,10.83,9.36,7.38,13.22,147.996143502,8,1.6800000000000002,3.4,3.72,17.99
8.69,10.38,21.12,16.06,10.6,11.15,15.19,147.996143502,9,3.4,2.169999999999999,7.12,23.27
9.64,12.0,21.38,16.19,13.85,14.44,15.97,147.996143502,10,2.169999999999999,0.4800000000000004,9.29,25.03
7.58,12.16,20.65,16.19,14.78,16.78,15.92,147.996143502,11,0.4800000000000004,1.6799999999999997,9.77,25.21
10.63,14.19,19.86,20.13,12.28,19.27,15.1,147.996143502,12,1.6799999999999997,1.7100000000000009,11.45,25.18
14.33,9.7,20.84,24.89,14.29,18.73,10.3,147.996143502,13,1.7100000000000009,-1.83,13.16,24.94
16.1,7.38,19.27,21.32,11.15,16.89,7.49,147.996143502,14,-1.83,0.5500000000000007,11.33,23.72
11.39,7.52,17.65,20.78,9.0,16.72,5.62,147.996143502,15,0.5500000000000007,-5.130000000000001,11.88,21.72
5.96,3.95,12.07,12.79,6.6,12.28,3.27,147.996143502,16,-5.130000000000001,-2.4699999999999998,6.75,14.88
0.75,1.82,3.62,6.27,1.93,6.66,0.77,147.996143502,17,-2.4699999999999998,-4.28,4.28,2.35
0,0,0,0,0,0,0,147.996143502,18,-4.28,0,0,0
0,0,0,0,0,0,0,147.996143502,19,0,0,0,0
0,0,0,0,0,0,0,147.996143502,20,0,0,0,0
0,0,0,0,0,0,0,147.996143502,21,0,0,0,0
0,0,0,0,0,0,0,147.996143502,22,0,0,0,0
0,0,0,0,0,0,0,147.996143502,23,0,0,0,0
0,0,0,0,0,0,0,147.016603689,0,0,0,0,0
0,0,0,0,0,0,0,147.016603689,1,0,0,0,0
0,0,0,0,0,0,0,147.016603689,2,0,0,0,0
0,0,0,0,0,0,0,147.016603689,3,0,0,0,0
0,0,0,0,0,0,0,147.016603689,4,0,0,0,0
0,0,0,0,0,0,0,147.016603689,5,0,0.49,0,0
0.25,0.21,0.37,1.48,0.33,0.42,0.38,147.016603689,6,0.49,6.42,0.49,0.0
2.04,3.99,4.66,9.84,5.6,5.3,5.45,147.016603689,7,6.42,3.26,6.91,6.4
3.72,7.04,7.13,20.02,10.83,9.36,7.38,147.016603689,8,3.26,2.49,10.17,17.58
7.12,8.69,10.38,21.12,16.06,10.6,11.15,147.016603689,9,2.49,3.4800000000000004,12.66,22.33
9.29,9.64,12.0,21.38,16.19,13.85,14.44,147.016603689,10,3.4800000000000004,0.5899999999999999,16.14,23.68
9.77,7.58,12.16,20.65,16.19,14.78,16.78,147.016603689,11,0.5899999999999999,-2.9000000000000004,16.73,23.53
11.45,10.63,14.19,19.86,20.13,12.28,19.27,147.016603689,12,-2.9000000000000004,-2.3200000000000003,13.83,24.76
13.16,14.33,9.7,20.84,24.89,14.29,18.73,147.016603689,13,-2.3200000000000003,1.4299999999999997,11.51,25.13
11.33,16.1,7.38,19.27,21.32,11.15,16.89,147.016603689,14,1.4299999999999997,-3.139999999999999,12.94,24.53
11.88,11.39,7.52,17.65,20.78,9.0,16.72,147.016603689,15,-3.139999999999999,-3.460000000000001,9.8,22.01
6.75,5.96,3.95,12.07,12.79,6.6,12.28,147.016603689,16,-3.460000000000001,-4.62,6.34,14.66
4.28,0.75,1.82,3.62,6.27,1.93,6.66,147.016603689,17,-4.62,-1.72,1.72,1.94
0,0,0,0,0,0,0,147.016603689,18,-1.72,0,0,0
0,0,0,0,0,0,0,147.016603689,19,0,0,0,0
0,0,0,0,0,0,0,147.016603689,20,0,0,0,0
0,0,0,0,0,0,0,147.016603689,21,0,0,0,0
0,0,0,0,0,0,0,147.016603689,22,0,0,0,0
0,0,0,0,0,0,0,147.016603689,23,0,0,0,0
0,0,0,0,0,0,0,148.41367053,0,0,0,0,0
0,0,0,0,0,0,0,148.41367053,1,0,0,0,0
0,0,0,0,0,0,0,148.41367053,2,0,0,0,0
0,0,0,0,0,0,0,148.41367053,3,0,0,0,0
0,0,0,0,0,0,0,148.41367053,4,0,0,0,0
0,0,0,0,0,0,0,148.41367053,5,0,0.43,0,0
0.49,0.25,0.21,0.37,1.48,0.33,0.42,148.41367053,6,0.43,9.98,0.43,0.0
6.91,2.04,3.99,4.66,9.84,5.6,5.3,148.41367053,7,9.98,9.61,10.41,6.46
10.17,3.72,7.04,7.13,20.02,10.83,9.36,148.41367053,8,9.61,1.1500000000000021,20.02,17.88
12.66,7.12,8.69,10.38,21.12,16.06,10.6,148.41367053,9,1.1500000000000021,-1.4000000000000021,21.17,23.21
16.14,9.29,9.64,12.0,21.38,16.19,13.85,148.41367053,10,-1.4000000000000021,1.7899999999999991,19.77,24.99
16.73,9.77,7.58,12.16,20.65,16.19,14.78,148.41367053,11,1.7899999999999991,-1.0199999999999996,21.56,25.54
13.83,11.45,10.63,14.19,19.86,20.13,12.28,148.41367053,12,-1.0199999999999996,1.2800000000000011,20.54,25.91
11.51,13.16,14.33,9.7,20.84,24.89,14.29,148.41367053,13,1.2800000000000011,-6.4,21.82,25.69
12.94,11.33,16.1,7.38,19.27,21.32,11.15,148.41367053,14,-6.4,1.8699999999999992,15.42,24.74
9.8,11.88,11.39,7.52,17.65,20.78,9.0,148.41367053,15,1.8699999999999992,-3.139999999999999,17.29,21.94
6.34,6.75,5.96,3.95,12.07,12.79,6.6,148.41367053,16,-3.139999999999999,-8.7,14.15,14.98
1.72,4.28,0.75,1.82,3.62,6.27,1.93,148.41367053,17,-8.7,-5.45,5.45,3.2
0,0,0,0,0,0,0,148.41367053,18,-5.45,0,0,0
0,0,0,0,0,0,0,148.41367053,19,0,0,0,0
0,0,0,0,0,0,0,148.41367053,20,0,0,0,0
0,0,0,0,0,0,0,148.41367053,21,0,0,0,0
0,0,0,0,0,0,0,148.41367053,22,0,0,0,0
0,0,0,0,0,0,0,148.41367053,23,0,0,0,0
0,0,0,0,0,0,0,149.275356377,0,0,0,0,0
0,0,0,0,0,0,0,149.275356377,1,0,0,0,0
0,0,0,0,0,0,0,149.275356377,2,0,0,0,0
0,0,0,0,0,0,0,149.275356377,3,0,0,0,0
0,0,0,0,0,0,0,149.275356377,4,0,0,0,0
0,0,0,0,0,0,0,149.275356377,5,0,1.67,0,0
0.43,0.49,0.25,0.21,0.37,1.48,0.33,149.275356377,6,1.67,10.82,1.67,0.0
10.41,6.91,2.04,3.99,4.66,9.84,5.6,149.275356377,7,10.82,7.279999999999999,12.49,6.58
20.02,10.17,3.72,7.04,7.13,20.02,10.83,149.275356377,8,7.279999999999999,4.010000000000002,19.77,18.03
21.17,12.66,7.12,8.69,10.38,21.12,16.06,149.275356377,9,4.010000000000002,-2.66,23.78,23.33
19.77,16.14,9.29,9.64,12.0,21.38,16.19,149.275356377,10,-2.66,-2.0199999999999996,21.12,24.93
21.56,16.73,9.77,7.58,12.16,20.65,16.19,149.275356377,11,-2.0199999999999996,-1.4299999999999997,19.1,25.76
20.54,13.83,11.45,10.63,14.19,19.86,20.13,149.275356377,12,-1.4299999999999997,-1.1900000000000013,17.67,25.94
21.82,11.51,13.16,14.33,9.7,20.84,24.89,149.275356377,13,-1.1900000000000013,0.19000000000000128,16.48,25.71
15.42,12.94,11.33,16.1,7.38,19.27,21.32,149.275356377,14,0.19000000000000128,-3.860000000000001,16.67,24.86
17.29,9.8,11.88,11.39,7.52,17.65,20.78,149.275356377,15,-3.860000000000001,-4.0600000000000005,12.81,22.58
14.15,6.34,6.75,5.96,3.95,12.07,12.79,149.275356377,16,-4.0600000000000005,-5.35,8.75,15.83
5.45,1.72,4.28,0.75,1.82,3.62,6.27,149.275356377,17,-5.35,-3.4,3.4,3.41
0,0,0,0,0,0,0,149.275356377,18,-3.4,0,0,0
0,0,0,0,0,0,0,149.275356377,19,0,0,0,0
0,0,0,0,0,0,0,149.275356377,20,0,0,0,0
0,0,0,0,0,0,0,149.275356377,21,0,0,0,0
0,0,0,0,0,0,0,149.275356377,22,0,0,0,0
0,0,0,0,0,0,0,149.275356377,23,0,0,0,0
0,0,0,0,0,0,0,148.763537579,0,0,0,0,0
0,0,0,0,0,0,0,148.763537579,1,0,0,0,0
0,0,0,0,0,0,0,148.763537579,2,0,0,0,0
0,0,0,0,0,0,0,148.763537579,3,0,0,0,0
0,0,0,0,0,0,0,148.763537579,4,0,0,0,0
0,0,0,0,0,0,0,148.763537579,5,0,0.33,0,0
1.67,0.43,0.49,0.25,0.21,0.37,1.48,148.763537579,6,0.33,4.76,0.33,0.0
12.49,10.41,6.91,2.04,3.99,4.66,9.84,148.763537579,7,4.76,6.210000000000001,5.09,6.04
19.77,20.02,10.17,3.72,7.04,7.13,20.02,148.763537579,8,6.210000000000001,3.119999999999999,11.3,16.84
23.78,21.17,12.66,7.12,8.69,10.38,21.12,148.763537579,9,3.119999999999999,1.799999999999999,14.42,21.84
21.12,19.77,16.14,9.29,9.64,12.0,21.38,148.763537579,10,1.799999999999999,-4.4399999999999995,16.22,21.61
19.1,21.56,16.73,9.77,7.58,12.16,20.65,148.763537579,11,-4.4399999999999995,5.49,11.78,18.6
17.67,20.54,13.83,11.45,10.63,14.19,19.86,148.763537579,12,5.49,-1.129999999999999,17.27,22.26
16.48,21.82,11.51,13.16,14.33,9.7,20.84,148.763537579,13,-1.129999999999999,-2.6000000000000014,16.14,23.91
16.67,15.42,12.94,11.33,16.1,7.38,19.27,148.763537579,14,-2.6000000000000014,-0.629999999999999,13.54,24.46
12.81,17.29,9.8,11.88,11.39,7.52,17.65,148.763537579,15,-0.629999999999999,-2.0500000000000007,12.91,22.08
8.75,14.15,6.34,6.75,5.96,3.95,12.07,148.763537579,16,-2.0500000000000007,-6.47,10.86,14.98
3.4,5.45,1.72,4.28,0.75,1.82,3.62,148.763537579,17,-6.47,-4.39,4.39,2.58
0,0,0,0,0,0,0,148.763537579,18,-4.39,0,0,0
0,0,0,0,0,0,0,148.763537579,19,0,0,0,0
0,0,0,0,0,0,0,148.763537579,20,0,0,0,0
0,0,0,0,0,0,0,148.763537579,21,0,0,0,0
0,0,0,0,0,0,0,148.763537579,22,0,0,0,0
0,0,0,0,0,0,0,148.763537579,23,0,0,0,0
0,0,0,0,0,0,0,148.774317451,0,0,0,0,0
0,0,0,0,0,0,0,148.774317451,1,0,0,0,0
0,0,0,0,0,0,0,148.774317451,2,0,0,0,0
0,0,0,0,0,0,0,148.774317451,3,0,0,0,0
0,0,0,0,0,0,0,148.774317451,4,0,0,0,0
0,0,0,0,0,0,0,148.774317451,5,0,0.48,0,0
0.33,1.67,0.43,0.49,0.25,0.21,0.37,148.774317451,6,0.48,4.83,0.48,0.0
5.09,12.49,10.41,6.91,2.04,3.99,4.66,148.774317451,7,4.83,3.1000000000000005,5.31,5.22
11.3,19.77,20.02,10.17,3.72,7.04,7.13,148.774317451,8,3.1000000000000005,4.73,8.41,15.68
14.42,23.78,21.17,12.66,7.12,8.69,10.38,148.774317451,9,4.73,2.42,13.14,19.42
16.22,21.12,19.77,16.14,9.29,9.64,12.0,148.774317451,10,2.42,5.200000000000001,15.56,20.13
11.78,19.1,21.56,16.73,9.77,7.58,12.16,148.774317451,11,5.200000000000001,0.14999999999999858,20.76,18.97
17.27,17.67,20.54,13.83,11.45,10.63,14.19,148.774317451,12,0.14999999999999858,-2.530000000000001,20.91,21.63
16.14,16.48,21.82,11.51,13.16,14.33,9.7,148.774317451,13,-2.530000000000001,-0.05999999999999872,18.38,22.74
13.54,16.67,15.42,12.94,11.33,16.1,7.38,148.774317451,14,-0.05999999999999872,-1.1400000000000006,18.32,22.98
12.91,12.81,17.29,9.8,11.88,11.39,7.52,148.774317451,15,-1.1400000000000006,-7.9,17.18,19.48
10.86,8.75,14.15,6.34,6.75,5.96,3.95,148.774317451,16,-7.9,-7.93,9.28,12.41
4.39,3.4,5.45,1.72,4.28,0.75,1.82,148.774317451,17,-7.93,-1.35,1.35,1.24
0,0,0,0,0,0,0,148.774317451,18,-1.35,0,0,0
0,0,0,0,0,0,0,148.774317451,19,0,0,0,0
0,0,0,0,0,0,0,148.774317451,20,0,0,0,0
0,0,0,0,0,0,0,148.774317451,21,0,0,0,0
0,0,0,0,0,0,0,148.774317451,22,0,0,0,0
0,0,0,0,0,0,0,148.774317451,23,0,0,0,0
0,0,0,0,0,0,0,149.676176393,0,0,0,0,0
0,0,0,0,0,0,0,149.676176393,1,0,0,0,0
0,0,0,0,0,0,0,149.676176393,2,0,0,0,0
0,0,0,0,0,0,0,149.676176393,3,0,0,0,0
0,0,0,0,0,0,0,149.676176393,4,0,0,0,0
0,0,0,0,0,0,0,149.676176393,5,0,1.24,0,0
0.48,0.33,1.67,0.43,0.49,0.25,0.21,149.676176393,6,1.24,10.59,1.24,0.0
5.31,5.09,12.49,10.41,6.91,2.04,3.99,149.676176393,7,10.59,3.1999999999999993,11.83,3.11
8.41,11.3,19.77,20.02,10.17,3.72,7.04,149.676176393,8,3.1999999999999993,6.799999999999999,15.03,10.31
13.14,14.42,23.78,21.17,12.66,7.12,8.69,149.676176393,9,6.799999999999999,-0.7899999999999991,21.83,17.21
15.56,16.22,21.12,19.77,16.14,9.29,9.64,149.676176393,10,-0.7899999999999991,-1.129999999999999,21.04,22.03
20.76,11.78,19.1,21.56,16.73,9.77,7.58,149.676176393,11,-1.129999999999999,-1.7100000000000009,19.91,24.14
20.91,17.27,17.67,20.54,13.83,11.45,10.63,149.676176393,12,-1.7100000000000009,-0.18999999999999773,18.2,24.5
18.38,16.14,16.48,21.82,11.51,13.16,14.33,149.676176393,13,-0.18999999999999773,1.6999999999999993,18.01,24.01
18.32,13.54,16.67,15.42,12.94,11.33,16.1,149.676176393,14,1.6999999999999993,-4.48,19.71,22.42
17.18,12.91,12.81,17.29,9.8,11.88,11.39,149.676176393,15,-4.48,-5.41,15.23,20.42
9.28,10.86,8.75,14.15,6.34,6.75,5.96,149.676176393,16,-5.41,-6.42,9.82,15.09
1.35,4.39,3.4,5.45,1.72,4.28,0.75,149.676176393,17,-6.42,-3.4,3.4,2.71
0,0,0,0,0,0,0,149.676176393,18,-3.4,0,0,0
0,0,0,0,0,0,0,149.676176393,19,0,0,0,0
0,0,0,0,0,0,0,149.676176393,20,0,0,0,0
0,0,0,0,0,0,0,149.676176393,21,0,0,0,0
0,0,0,0,0,0,0,149.676176393,22,0,0,0,0
0,0,0,0,0,0,0,149.676176393,23,0,0,0,0
0,0,0,0,0,0,0,149.565940345,0,0,0,0,0
0,0,0,0,0,0,0,149.565940345,1,0,0,0,0
0,0,0,0,0,0,0,149.565940345,2,0,0,0,0
0,0,0,0,0,0,0,149.565940345,3,0,0,0,0
0,0,0,0,0,0,0,149.565940345,4,0,0,0,0
0,0,0,0,0,0,0,149.565940345,5,0,1.33,0,0
1.24,0.48,0.33,1.67,0.43,0.49,0.25,149.565940345,6,1.33,9.459999999999999,1.33,0.0
11.83,5.31,5.09,12.49,10.41,6.91,2.04,149.565940345,7,9.459999999999999,4.1800000000000015,10.79,6.08
15.03,8.41,11.3,19.77,20.02,10.17,3.72,149.565940345,8,4.1800000000000015,4.729999999999999,14.97,16.11
21.83,13.14,14.42,23.78,21.17,12.66,7.12,149.565940345,9,4.729999999999999,0.23000000000000043,19.7,19.66
21.04,15.56,16.22,21.12,19.77,16.14,9.29,149.565940345,10,0.23000000000000043,1.9400000000000013,19.93,20.1
19.91,20.76,11.78,19.1,21.56,16.73,9.77,149.565940345,11,1.9400000000000013,-6.850000000000001,21.87,18.74
18.2,20.91,17.27,17.67,20.54,13.83,11.45,149.565940345,12,-6.850000000000001,0.40000000000000036,15.02,20.66
18.01,18.38,16.14,16.48,21.82,11.51,13.16,149.565940345,13,0.40000000000000036,-2.8499999999999996,15.42,21.96
19.71,18.32,13.54,16.67,15.42,12.94,11.33,149.565940345,14,-2.8499999999999996,-5.24,12.57,22.0
15.23,17.18,12.91,12.81,17.29,9.8,11.88,149.565940345,15,-5.24,-1.4900000000000002,7.33,19.96
9.82,9.28,10.86,8.75,14.15,6.34,6.75,149.565940345,16,-1.4900000000000002,-4.17,5.84,15.21
3.4,1.35,4.39,3.4,5.45,1.72,4.28,149.565940345,17,-4.17,-1.67,1.67,3.45
0,0,0,0,0,0,0,149.565940345,18,-1.67,0,0,0
0,0,0,0,0,0,0,149.565940345,19,0,0,0,0
0,0,0,0,0,0,0,149.565940345,20,0,0,0,0
0,0,0,0,0,0,0,149.565940345,21,0,0,0,0
0,0,0,0,0,0,0,149.565940345,22,0,0,0,0
0,0,0,0,0,0,0,149.565940345,23,0,0,0,0
0,0,0,0,0,0,0,149.795327138,0,0,0,0,0
0,0,0,0,0,0,0,149.795327138,1,0,0,0,0
0,0,0,0,0,0,0,149.795327138,2,0,0,0,0
0,0,0,0,0,0,0,149.795327138,3,0,0,0,0
0,0,0,0,0,0,0,149.795327138,4,0,0,0,0
0,0,0,0,0,0,0,149.795327138,5,0,0.54,0,0
1.33,1.24,0.48,0.33,1.67,0.43,0.49,149.795327138,6,0.54,8.219999999999999,0.54,0.0
10.79,11.83,5.31,5.09,12.49,10.41,6.91,149.795327138,7,8.219999999999999,5.99,8.76,6.02
14.97,15.03,8.41,11.3,19.77,20.02,10.17,149.795327138,8,5.99,2.5599999999999987,14.75,17.03
19.7,21.83,13.14,14.42,23.78,21.17,12.66,149.795327138,9,2.5599999999999987,0.2900000000000027,17.31,21.86
19.93,21.04,15.56,16.22,21.12,19.77,16.14,149.795327138,10,0.2900000000000027,1.5499999999999972,17.6,23.33
21.87,19.91,20.76,11.78,19.1,21.56,16.73,149.795327138,11,1.5499999999999972,-1.6099999999999994,19.15,23.52
15.02,18.2,20.91,17.27,17.67,20.54,13.83,149.795327138,12,-1.6099999999999994,2.1400000000000006,17.54,23.86
15.42,18.01,18.38,16.14,16.48,21.82,11.51,149.795327138,13,2.1400000000000006,-4.199999999999999,19.68,23.69
12.57,19.71,18.32,13.54,16.67,15.42,12.94,149.795327138,14,-4.199999999999999,-3.58,15.48,22.62
7.33,15.23,17.18,12.91,12.81,17.29,9.8,149.795327138,15,-3.58,-2.3499999999999996,11.9,20.95
5.84,9.82,9.28,10.86,8.75,14.15,6.34,149.795327138,16,-2.3499999999999996,-5.510000000000001,9.55,15.51
1.67,3.4,1.35,4.39,3.4,5.45,1.72,149.795327138,17,-5.510000000000001,-4.04,4.04,3.52
0,0,0,0,0,0,0,149.795327138,18,-4.04,0,0,0
0,0,0,0,0,0,0,149.795327138,19,0,0,0,0
0,0,0,0,0,0,0,149.795327138,20,0,0,0,0
0,0,0,0,0,0,0,149.795327138,21,0,0,0,0
0,0,0,0,0,0,0,149.795327138,22,0,0,0,0
0,0,0,0,0,0,0,149.795327138,23,0,0,0,0
0,0,0,0,0,0,0,149.149979746,0,0,0,0,0
0,0,0,0,0,0,0,149.149979746,1,0,0,0,0
0,0,0,0,0,0,0,149.149979746,2,0,0,0,0
0,0,0,0,0,0,0,149.149979746,3,0,0,0,0
0,0,0,0,0,0,0,149.149979746,4,0,0,0,0
0,0,0,0,0,0,0,149.149979746,5,0,0.49,0,0
0.54,1.33,1.24,0.48,0.33,1.67,0.43,149.149979746,6,0.49,9.299999999999999,0.49,0.0
8.76,10.79,11.83,5.31,5.09,12.49,10.41,149.149979746,7,9.299999999999999,1.7800000000000011,9.79,6.57
14.75,14.97,15.03,8.41,11.3,19.77,20.02,149.149979746,8,1.7800000000000011,5.539999999999999,11.57,17.54
17.31,19.7,21.83,13.14,14.42,23.78,21.17,149.149979746,9,5.539999999999999,0.6400000000000006,17.11,22.69
17.6,19.93,21.04,15.56,16.22,21.12,19.77,149.149979746,10,0.6400000000000006,2.7600000000000016,17.75,23.84
19.15,21.87,19.91,20.76,11.78,19.1,21.56,149.149979746,11,2.7600000000000016,-5.740000000000002,20.51,22.31
17.54,15.02,18.2,20.91,17.27,17.67,20.54,149.149979746,12,-5.740000000000002,-0.33000000000000007,14.77,23.81
19.68,15.42,18.01,18.38,16.14,16.48,21.82,149.149979746,13,-0.33000000000000007,-3.2699999999999996,14.44,24.56
15.48,12.57,19.71,18.32,13.54,16.67,15.42,149.149979746,14,-3.2699999999999996,-2.17,11.17,24.2
11.9,7.33,15.23,17.18,12.91,12.81,17.29,149.149979746,15,-2.17,-5.43,9.0,22.16
9.55,5.84,9.82,9.28,10.86,8.75,14.15,149.149979746,16,-5.43,-2.8899999999999997,3.57,16.31
4.04,1.67,3.4,1.35,4.39,3.4,5.45,149.149979746,17,-2.8899999999999997,-0.68,0.68,3.87
0,0,0,0,0,0,0,149.149979746,18,-0.68,0,0,0
0,0,0,0,0,0,0,149.149979746,19,0,0,0,0
0,0,0,0,0,0,0,149.149979746,20,0,0,0,0
0,0,0,0,0,0,0,149.149979746,21,0,0,0,0
0,0,0,0,0,0,0,149.149979746,22,0,0,0,0
0,0,0,0,0,0,0,149.149979746,23,0,0,0,0
0,0,0,0,0,0,0,147.481882463,0,0,0,0,0
0,0,0,0,0,0,0,147.481882463,1,0,0,0,0
0,0,0,0,0,0,0,147.481882463,2,0,0,0,0
0,0,0,0,0,0,0,147.481882463,3,0,0,0,0
0,0,0,0,0,0,0,147.481882463,4,0,0,0,0
0,0,0,0,0,0,0,147.481882463,5,0,0.13,0,0
0.49,0.54,1.33,1.24,0.48,0.33,1.67,147.481882463,6,0.13,3.0700000000000003,0.13,0.0
9.79,8.76,10.79,11.83,5.31,5.09,12.49,147.481882463,7,3.0700000000000003,3.75,3.2,6.16
11.57,14.75,14.97,15.03,8.41,11.3,19.77,147.481882463,8,3.75,2.7,6.95,16.87
17.11,17.31,19.7,21.83,13.14,14.42,23.78,147.481882463,9,2.7,2.129999999999999,9.65,21.98
17.75,17.6,19.93,21.04,15.56,16.22,21.12,147.481882463,10,2.129999999999999,1.8000000000000007,11.78,23.84
20.51,19.15,21.87,19.91,20.76,11.78,19.1,147.481882463,11,1.8000000000000007,-0.16000000000000014,13.58,24.22
14.77,17.54,15.02,18.2,20.91,17.27,17.67,147.481882463,12,-0.16000000000000014,0.7699999999999996,13.42,23.11
14.44,19.68,15.42,18.01,18.38,16.14,16.48,147.481882463,13,0.7699999999999996,-4.01,14.19,21.18
11.17,15.48,12.57,19.71,18.32,13.54,16.67,147.481882463,14,-4.01,-0.5499999999999989,10.18,17.35
9.0,11.9,7.33,15.23,17.18,12.91,12.81,147.481882463,15,-0.5499999999999989,-3.870000000000001,9.63,12.47
3.57,9.55,5.84,9.82,9.28,10.86,8.75,147.481882463,16,-3.870000000000001,-4.05,5.76,6.55
0.68,4.04,1.67,3.4,1.35,4.39,3.4,147.481882463,17,-4.05,-1.71,1.71,0.53
0,0,0,0,0,0,0,147.481882463,18,-1.71,0,0,0
0,0,0,0,0,0,0,147.481882463,19,0,0,0,0
0,0,0,0,0,0,0,147.481882463,20,0,0,0,0
0,0,0,0,0,0,0,147.481882463,21,0,0,0,0
0,0,0,0,0,0,0,147.481882463,22,0,0,0,0
0,0,0,0,0,0,0,147.481882463,23,0,0,0,0
0,0,0,0,0,0,0,146.513728808,0,0,0,0,0
0,0,0,0,0,0,0,146.513728808,1,0,0,0,0
0,0,0,0,0,0,0,146.513728808,2,0,0,0,0
0,0,0,0,0,0,0,146.513728808,3,0,0,0,0
0,0,0,0,0,0,0,146.513728808,4,0,0,0,0
0,0,0,0,0,0,0,146.513728808,5,0,0.15,0,0
0.13,0.49,0.54,1.33,1.24,0.48,0.33,146.513728808,6,0.15,5.29,0.15,0.0
3.2,9.79,8.76,10.79,11.83,5.31,5.09,146.513728808,7,5.29,3.8499999999999988,5.44,3.9
6.95,11.57,14.75,14.97,15.03,8.41,11.3,146.513728808,8,3.8499999999999988,6.270000000000001,9.29,13.48
9.65,17.11,17.31,19.7,21.83,13.14,14.42,146.513728808,9,6.270000000000001,2.58,15.56,18.83
11.78,17.75,17.6,19.93,21.04,15.56,16.22,146.513728808,10,2.58,-3.08,18.14,21.23
13.58,20.51,19.15,21.87,19.91,20.76,11.78,146.513728808,11,-3.08,0.03999999999999915,15.06,21.96
13.42,14.77,17.54,15.02,18.2,20.91,17.27,146.513728808,12,0.03999999999999915,-1.8599999999999994,15.1,24.56
14.19,14.44,19.68,15.42,18.01,18.38,16.14,146.513728808,13,-1.8599999999999994,-5.61,13.24,25.6
10.18,11.17,15.48,12.57,19.71,18.32,13.54,146.513728808,14,-5.61,1.04,7.63,24.98
9.63,9.0,11.9,7.33,15.23,17.18,12.91,146.513728808,15,1.04,-1.17,8.67,22.66
5.76,3.57,9.55,5.84,9.82,9.28,10.86,146.513728808,16,-1.17,-4.220000000000001,7.5,15.79
1.71,0.68,4.04,1.67,3.4,1.35,4.39,146.513728808,17,-4.220000000000001,-3.28,3.28,3.93
0,0,0,0,0,0,0,146.513728808,18,-3.28,0,0,0
0,0,0,0,0,0,0,146.513728808,19,0,0,0,0
