actual,curr_pred,exp_ma,hour,slope1,slope2,t1,t2,t3,t4,t5,t6,t7
22.89,24.63,197.457593501,11,0.46,2.12,24.42,24.72,20.36,22.32,22.91,21.21,21.05
24.18,26.75,197.457593501,12,2.12,-0.41,24.68,22.13,27.65,23.53,22.59,24.27,22.08
23.42,26.34,197.457593501,13,-0.41,-3.36,25.2,20.9,20.9,22.62,26.38,22.77,20.41
23.63,22.98,197.457593501,14,-3.36,-1.17,22.56,20,25.85,21.67,21.33,21.16,20.17
19.57,21.81,197.457593501,15,-1.17,-9.63,16,22.3,24.43,19.91,22.61,18.32,19.42
13.21,12.18,197.457593501,16,-9.63,-9.17,11.37,15.23,16.7,13.08,17.99,13.96,13.59
2.74,3.01,197.457593501,17,-9.17,-3.01,3.68,5.27,5.83,5.64,5.32,5.39,5.46
0,0,197.457593501,18,-3.01,0,0,0,0,0,0,0,0
0,0,197.457593501,19,0,0,0,0,0,0,0,0,0
0,0,197.457593501,20,0,0,0,0,0,0,0,0,0
0,0,197.457593501,21,0,0,0,0,0,0,0,0,0
0,0,197.457593501,22,0,0,0,0,0,0,0,0,0
0,0,197.457593501,23,0,0,0,0,0,0,0,0,0
0,0,198.066733914,0,0,0,0,0,0,0,0,0,0
0,0,198.066733914,1,0,0,0,0,0,0,0,0,0
0,0,198.066733914,2,0,0,0,0,0,0,0,0,0
0,0,198.066733914,3,0,0,0,0,0,0,0,0,0
0,0,198.066733914,4,0,0,0,0,0,0,0,0,0
0,0,198.066733914,5,0,3.15,0,0,0,0,0,0,0
3.2,3.15,198.066733914,6,3.15,8.66,2.04,0.62,3.11,2.5,2.62,2.19,1.88
12.94,11.81,198.066733914,7,8.66,5.43,11.25,6.98,13.01,14.88,13.51,12.32,12.13
20.11,17.24,198.066733914,8,5.43,8.87,17.77,11.86,21.78,17.28,18.21,20.52,15.42
23.04,26.11,198.066733914,9,8.87,-2.78,24.43,16.72,19.64,22.29,22.38,25.38,19.94
22.11,23.33,198.066733914,10,-2.78,-1.42,24.17,20.2,22.9,26.16,21.14,21.17,21.85
22.75,21.91,198.066733914,11,-1.42,1.18,24.63,24.42,24.72,20.36,22.32,22.91,21.21
23.65,23.09,198.066733914,12,1.18,2.17,26.75,24.68,22.13,27.65,23.53,22.59,24.27
22.88,25.26,198.066733914,13,2.17,-1.25,26.34,25.2,20.9,20.9,22.62,26.38,22.77
21.8,24.01,198.066733914,14,-1.25,-4.77,22.98,22.56,20,25.85,21.67,21.33,21.16
22.1,19.24,198.066733914,15,-4.77,-5.33,21.81,16,22.3,24.43,19.91,22.61,18.32
16.25,13.91,198.066733914,16,-5.33,-7.63,12.18,11.37,15.23,16.7,13.08,17.99,13.96
6.02,6.28,198.066733914,17,-7.63,-6.28,3.01,3.68,5.27,5.83,5.64,5.32,5.39
0,0,198.066733914,18,-6.28,0,0,0,0,0,0,0,0
0,0,198.066733914,19,0,0,0,0,0,0,0,0,0
0,0,198.066733914,20,0,0,0,0,0,0,0,0,0
0,0,198.066733914,21,0,0,0,0,0,0,0,0,0
0,0,198.066733914,22,0,0,0,0,0,0,0,0,0
0,0,198.066733914,23,0,0,0,0,0,0,0,0,0
0,0,198.673178514,0,0,0,0,0,0,0,0,0,0
0,0,198.673178514,1,0,0,0,0,0,0,0,0,0
0,0,198.673178514,2,0,0,0,0,0,0,0,0,0
0,0,198.673178514,3,0,0,0,0,0,0,0,0,0
0,0,198.673178514,4,0,0,0,0,0,0,0,0,0
0,0,198.673178514,5,0,4.01,0,0,0,0,0,0,0
3.63,4.01,198.673178514,6,4.01,10.39,3.15,2.04,0.62,3.11,2.5,2.62,2.19
13.03,14.4,198.673178514,7,10.39,8.18,11.81,11.25,6.98,13.01,14.88,13.51,12.32
19.72,22.58,198.673178514,8,8.18,1.91,17.24,17.77,11.86,21.78,17.28,18.21,20.52
21.97,24.49,198.673178514,9,1.91,-4.2,26.11,24.43,16.72,19.64,22.29,22.38,25.38
23.39,20.29,198.673178514,10,-4.2,-0.43,23.33,24.17,20.2,22.9,26.16,21.14,21.17
22.56,19.86,198.673178514,11,-0.43,3.59,21.91,24.63,24.42,24.72,20.36,22.32,22.91
23.93,23.45,198.673178514,12,3.59,-2.31,23.09,26.75,24.68,22.13,27.65,23.53,22.59
24.7,21.14,198.673178514,13,-2.31,0.45,25.26,26.34,25.2,20.9,20.9,22.62,26.38
22.86,21.59,198.673178514,14,0.45,2.44,24.01,22.98,22.56,20,25.85,21.67,21.33
22.45,24.03,198.673178514,15,2.44,-9.21,19.24,21.81,16,22.3,24.43,19.91,22.61
16.18,14.82,198.673178514,16,-9.21,-9.61,13.91,12.18,11.37,15.23,16.7,13.08,17.99
6.05,5.21,198.673178514,17,-9.61,-5.21,6.28,3.01,3.68,5.27,5.83,5.64,5.32
0,0,198.673178514,18,-5.21,0,0,0,0,0,0,0,0
0,0,198.673178514,19,0,0,0,0,0,0,0,0,0
0,0,198.673178514,20,0,0,0,0,0,0,0,0,0
0,0,198.673178514,21,0,0,0,0,0,0,0,0,0
0,0,198.673178514,22,0,0,0,0,0,0,0,0,0
0,0,198.673178514,23,0,0,0,0,0,0,0,0,0
0,0,199.166652836,0,0,0,0,0,0,0,0,0,0
0,0,199.166652836,1,0,0,0,0,0,0,0,0,0
0,0,199.166652836,2,0,0,0,0,0,0,0,0,0
0,0,199.166652836,3,0,0,0,0,0,0,0,0,0
0,0,199.166652836,4,0,0,0,0,0,0,0,0,0
0,0,199.166652836,5,0,3.31,0,0,0,0,0,0,0
3.21,3.31,199.166652836,6,3.31,10.35,4.01,3.15,2.04,0.62,3.11,2.5,2.62
12.23,13.66,199.166652836,7,10.35,3.84,14.4,11.81,11.25,6.98,13.01,14.88,13.51
18.71,17.5,199.166652836,8,3.84,4.81,22.58,17.24,17.77,11.86,21.78,17.28,18.21
21.45,22.31,199.166652836,9,4.81,1.55,24.49,26.11,24.43,16.72,19.64,22.29,22.38
22.21,23.86,199.166652836,10,1.55,2.57,20.29,23.33,24.17,20.2,22.9,26.16,21.14
24.23,26.43,199.166652836,11,2.57,-7.4,19.86,21.91,24.63,24.42,24.72,20.36,22.32
22.24,19.03,199.166652836,12,-7.4,4.61,23.45,23.09,26.75,24.68,22.13,27.65,23.53
24.17,23.64,199.166652836,13,4.61,-1.13,21.14,25.26,26.34,25.2,20.9,20.9,22.62
23.05,22.51,199.166652836,14,-1.13,-3.26,21.59,24.01,22.98,22.56,20,25.85,21.67
21.89,19.25,199.166652836,15,-3.26,-3.25,24.03,19.24,21.81,16,22.3,24.43,19.91
15.61,16,199.166652836,16,-3.25,-10.34,14.82,13.91,12.18,11.37,15.23,16.7,13.08
5.62,5.66,199.166652836,17,-10.34,-5.66,5.21,6.28,3.01,3.68,5.27,5.83,5.64
0,0,199.166652836,18,-5.66,0,0,0,0,0,0,0,0
0,0,199.166652836,19,0,0,0,0,0,0,0,0,0
0,0,199.166652836,20,0,0,0,0,0,0,0,0,0
0,0,199.166652836,21,0,0,0,0,0,0,0,0,0
0,0,199.166652836,22,0,0,0,0,0,0,0,0,0
0,0,199.166652836,23,0,0,0,0,0,0,0,0,0
0,0,198.62958276,0,0,0,0,0,0,0,0,0,0
0,0,198.62958276,1,0,0,0,0,0,0,0,0,0
0,0,198.62958276,2,0,0,0,0,0,0,0,0,0
0,0,198.62958276,3,0,0,0,0,0,0,0,0,0
0,0,198.62958276,4,0,0,0,0,0,0,0,0,0
0,0,198.62958276,5,0,2.02,0,0,0,0,0,0,0
2.08,2.02,198.62958276,6,2.02,10.07,3.31,4.01,3.15,2.04,0.62,3.11,2.5
11.66,12.09,198.62958276,7,10.07,5.98,13.66,14.4,11.81,11.25,6.98,13.01,14.88
18.97,18.07,198.62958276,8,5.98,6.01,17.5,22.58,17.24,17.77,11.86,21.78,17.28
21.24,24.08,198.62958276,9,6.01,-0.93,22.31,24.49,26.11,24.43,16.72,19.64,22.29
22.42,23.15,198.62958276,10,-0.93,-0.06,23.86,20.29,23.33,24.17,20.2,22.9,26.16
22.83,23.09,198.62958276,11,-0.06,-2.41,26.43,19.86,21.91,24.63,24.42,24.72,20.36
22.86,20.68,198.62958276,12,-2.41,0.23,19.03,23.45,23.09,26.75,24.68,22.13,27.65
20.6,20.91,198.62958276,13,0.23,-2.1,23.64,21.14,25.26,26.34,25.2,20.9,20.9
16.92,18.81,198.62958276,14,-2.1,-5.87,22.51,21.59,24.01,22.98,22.56,20,25.85
12.83,12.94,198.62958276,15,-5.87,-6.38,19.25,24.03,19.24,21.81,16,22.3,24.43
6.88,6.56,198.62958276,16,-6.38,-5.56,16,14.82,13.91,12.18,11.37,15.23,16.7
1,1,198.62958276,17,-5.56,-1,5.66,5.21,6.28,3.01,3.68,5.27,5.83
0,0,198.62958276,18,-1,0,0,0,0,0,0,0,0
0,0,198.62958276,19,0,0,0,0,0,0,0,0,0
0,0,198.62958276,20,0,0,0,0,0,0,0,0,0
0,0,198.62958276,21,0,0,0,0,0,0,0,0,0
0,0,198.62958276,22,0,0,0,0,0,0,0,0,0
0,0,198.62958276,23,0,0,0,0,0,0,0,0,0
0,0,198.249446403,0,0,0,0,0,0,0,0,0,0
0,0,198.249446403,1,0,0,0,0,0,0,0,0,0
0,0,198.249446403,2,0,0,0,0,0,0,0,0,0
0,0,198.249446403,3,0,0,0,0,0,0,0,0,0
0,0,198.249446403,4,0,0,0,0,0,0,0,0,0
0,0,198.249446403,5,0,0.87,0,0,0,0,0,0,0
0.96,0.87,198.249446403,6,0.87,6.72,2.02,3.31,4.01,3.15,2.04,0.62,3.11
8.15,7.59,198.249446403,7,6.72,5.75,12.09,13.66,14.4,11.81,11.25,6.98,13.01
12.94,13.34,198.249446403,8,5.75,4.81,18.07,17.5,22.58,17.24,17.77,11.86,21.78
18.58,18.15,198.249446403,9,4.81,3.66,24.08,22.31,24.49,26.11,24.43,16.72,19.64
20.42,21.81,198.249446403,10,3.66,3.19,23.15,23.86,20.29,23.33,24.17,20.2,22.9
22.03,25,198.249446403,11,3.19,-4.88,23.09,26.43,19.86,21.91,24.63,24.42,24.72
23.23,20.12,198.249446403,12,-4.88,-0.9,20.68,19.03,23.45,23.09,26.75,24.68,22.13
21.7,19.22,198.249446403,13,-0.9,-0.38,20.91,23.64,21.14,25.26,26.34,25.2,20.9
21.92,18.84,198.249446403,14,-0.38,3,18.81,22.51,21.59,24.01,22.98,22.56,20
19.3,21.84,198.249446403,15,3,-6.04,12.94,19.25,24.03,19.24,21.81,16,22.3
14.49,15.8,198.249446403,16,-6.04,-10.91,6.56,16,14.82,13.91,12.18,11.37,15.23
5.02,4.89,198.249446403,17,-10.91,-4.89,1,5.66,5.21,6.28,3.01,3.68,5.27
0,0,198.249446403,18,-4.89,0,0,0,0,0,0,0,0
0,0,198.249446403,19,0,0,0,0,0,0,0,0,0
0,0,198.249446403,20,0,0,0,0,0,0,0,0,0
0,0,198.249446403,21,0,0,0,0,0,0,0,0,0
0,0,198.249446403,22,0,0,0,0,0,0,0,0,0
0,0,198.249446403,23,0,0,0,0,0,0,0,0,0
0,0,199.122176514,0,0,0,0,0,0,0,0,0,0
0,0,199.122176514,1,0,0,0,0,0,0,0,0,0
0,0,199.122176514,2,0,0,0,0,0,0,0,0,0
0,0,199.122176514,3,0,0,0,0,0,0,0,0,0
0,0,199.122176514,4,0,0,0,0,0,0,0,0,0
0,0,199.122176514,5,0,2.55,0,0,0,0,0,0,0
2.76,2.55,199.122176514,6,2.55,11.49,0.87,2.02,3.31,4.01,3.15,2.04,0.62
12.88,14.04,199.122176514,7,11.49,5.16,7.59,12.09,13.66,14.4,11.81,11.25,6.98
17.49,19.2,199.122176514,8,5.16,2.7,13.34,18.07,17.5,22.58,17.24,17.77,11.86
20.17,21.9,199.122176514,9,2.7,0.38,18.15,24.08,22.31,24.49,26.11,24.43,16.72
21.48,22.28,199.122176514,10,0.38,3.23,21.81,23.15,23.86,20.29,23.33,24.17,20.2
23.14,25.51,199.122176514,11,3.23,1.41,25,23.09,26.43,19.86,21.91,24.63,24.42
23.87,26.92,199.122176514,12,1.41,-0.33,20.12,20.68,19.03,23.45,23.09,26.75,24.68
24,26.59,199.122176514,13,-0.33,-3.06,19.22,20.91,23.64,21.14,25.26,26.34,25.2
21.6,23.53,199.122176514,14,-3.06,-4.27,18.84,18.81,22.51,21.59,24.01,22.98,22.56
21.07,19.26,199.122176514,15,-4.27,-3.48,21.84,12.94,19.25,24.03,19.24,21.81,16
16.82,15.78,199.122176514,16,-3.48,-9.47,15.8,6.56,16,14.82,13.91,12.18,11.37
5.92,6.31,199.122176514,17,-9.47,-6.31,4.89,1,5.66,5.21,6.28,3.01,3.68
0,0,199.122176514,18,-6.31,0,0,0,0,0,0,0,0
0,0,199.122176514,19,0,0,0,0,0,0,0,0,0
0,0,199.122176514,20,0,0,0,0,0,0,0,0,0
0,0,199.122176514,21,0,0,0,0,0,0,0,0,0
0,0,199.122176514,22,0,0,0,0,0,0,0,0,0
0,0,199.122176514,23,0,0,0,0,0,0,0,0,0
0,0,199.846977294,0,0,0,0,0,0,0,0,0,0
0,0,199.846977294,1,0,0,0,0,0,0,0,0,0
0,0,199.846977294,2,0,0,0,0,0,0,0,0,0
0,0,199.846977294,3,0,0,0,0,0,0,0,0,0
0,0,199.846977294,4,0,0,0,0,0,0,0,0,0
0,0,199.846977294,5,0,3.03,0,0,0,0,0,0,0
2.81,3.03,199.846977294,6,3.03,8.65,2.55,0.87,2.02,3.31,4.01,3.15,2.04
12.92,11.68,199.846977294,7,8.65,7.4,14.04,7.59,12.09,13.66,14.4,11.81,11.25
20.5,19.08,199.846977294,8,7.4,5.65,19.2,13.34,18.07,17.5,22.58,17.24,17.77
23,24.73,199.846977294,9,5.65,-1.32,21.9,18.15,24.08,22.31,24.49,26.11,24.43
22.88,23.41,199.846977294,10,-1.32,1.49,22.28,21.81,23.15,23.86,20.29,23.33,24.17
22.61,24.9,199.846977294,11,1.49,-1.78,25.51,25,23.09,26.43,19.86,21.91,24.63
23.44,23.12,199.846977294,12,-1.78,-2.46,26.92,20.12,20.68,19.03,23.45,23.09,26.75
22.77,20.66,199.846977294,13,-2.46,4.25,26.59,19.22,20.91,23.64,21.14,25.26,26.34
22.32,24.91,199.846977294,14,4.25,-5.2,23.53,18.84,18.81,22.51,21.59,24.01,22.98
20,19.71,199.846977294,15,-5.2,-1.25,19.26,21.84,12.94,19.25,24.03,19.24,21.81
17.1,18.46,199.846977294,16,-1.25,-11.75,15.78,15.8,6.56,16,14.82,13.91,12.18
5.96,6.71,199.846977294,17,-11.75,-6.71,6.31,4.89,1,5.66,5.21,6.28,3.01
0,0,199.846977294,18,-6.71,0,0,0,0,0,0,0,0
0,0,199.846977294,19,0,0,0,0,0,0,0,0,0
0,0,199.846977294,20,0,0,0,0,0,0,0,0,0
0,0,199.846977294,21,0,0,0,0,0,0,0,0,0
0,0,199.846977294,22,0,0,0,0,0,0,0,0,0
0,0,199.846977294,23,0,0,0,0,0,0,0,0,0
0,0,200.593415292,0,0,0,0,0,0,0,0,0,0
0,0,200.593415292,1,0,0,0,0,0,0,0,0,0
0,0,200.593415292,2,0,0,0,0,0,0,0,0,0
0,0,200.593415292,3,0,0,0,0,0,0,0,0,0
0,0,200.593415292,4,0,0,0,0,0,0,0,0,0
0,0,200.593415292,5,0,2.75,0,0,0,0,0,0,0
2.56,2.75,200.593415292,6,2.75,10.29,3.03,2.55,0.87,2.02,3.31,4.01,3.15
12.6,13.04,200.593415292,7,10.29,9.1,11.68,14.04,7.59,12.09,13.66,14.4,11.81
19.83,22.14,200.593415292,8,9.1,-0.5,19.08,19.2,13.34,18.07,17.5,22.58,17.24
22.69,21.64,200.593415292,9,-0.5,2.1,24.73,21.9,18.15,24.08,22.31,24.49,26.11
23.7,23.74,200.593415292,10,2.1,3.95,23.41,22.28,21.81,23.15,23.86,20.29,23.33
24.22,27.69,200.593415292,11,3.95,-7.99,24.9,25.51,25,23.09,26.43,19.86,21.91
22.77,19.7,200.593415292,12,-7.99,6.27,23.12,26.92,20.12,20.68,19.03,23.45,23.09
23.23,25.97,200.593415292,13,6.27,-3.07,20.66,26.59,19.22,20.91,23.64,21.14,25.26
22.56,22.9,200.593415292,14,-3.07,-3.42,24.91,23.53,18.84,18.81,22.51,21.59,24.01
21.37,19.48,200.593415292,15,-3.42,-3.13,19.71,19.26,21.84,12.94,19.25,24.03,19.24
17.02,16.35,200.593415292,16,-3.13,-9.99,18.46,15.78,15.8,6.56,16,14.82,13.91
5.67,6.36,200.593415292,17,-9.99,-6.36,6.71,6.31,4.89,1,5.66,5.21,6.28
0,0,200.593415292,18,-6.36,0,0,0,0,0,0,0,0
0,0,200.593415292,19,0,0,0,0,0,0,0,0,0
0,0,200.593415292,20,0,0,0,0,0,0,0,0,0
0,0,200.593415292,21,0,0,0,0,0,0,0,0,0
0,0,200.593415292,22,0,0,0,0,0,0,0,0,0
0,0,200.593415292,23,0,0,0,0,0,0,0,0,0
0,0,200.464878915,0,0,0,0,0,0,0,0,0,0
0,0,200.464878915,1,0,0,0,0,0,0,0,0,0
0,0,200.464878915,2,0,0,0,0,0,0,0,0,0
0,0,200.464878915,3,0,0,0,0,0,0,0,0,0
0,0,200.464878915,4,0,0,0,0,0,0,0,0,0
0,0,200.464878915,5,0,2.65,0,0,0,0,0,0,0
2.84,2.65,200.464878915,6,2.65,8.52,2.75,3.03,2.55,0.87,2.02,3.31,4.01
12.62,11.17,200.464878915,7,8.52,7.11,13.04,11.68,14.04,7.59,12.09,13.66,14.4
19.73,18.28,200.464878915,8,7.11,2.23,22.14,19.08,19.2,13.34,18.07,17.5,22.58
21.17,20.51,200.464878915,9,2.23,0.39,21.64,24.73,21.9,18.15,24.08,22.31,24.49
23.58,20.9,200.464878915,10,0.39,-1.19,23.74,23.41,22.28,21.81,23.15,23.86,20.29
22.56,19.71,200.464878915,11,-1.19,1.53,27.69,24.9,25.51,25,23.09,26.43,19.86
22.33,21.24,200.464878915,12,1.53,3,19.7,23.12,26.92,20.12,20.68,19.03,23.45
22.68,24.24,200.464878915,13,3,-5.65,25.97,20.66,26.59,19.22,20.91,23.64,21.14
21.73,18.59,200.464878915,14,-5.65,-0.45,22.9,24.91,23.53,18.84,18.81,22.51,21.59
19.93,18.14,200.464878915,15,-0.45,-3.08,19.48,19.71,19.26,21.84,12.94,19.25,24.03
15.34,15.06,200.464878915,16,-3.08,-8.73,16.35,18.46,15.78,15.8,6.56,16,14.82
5.75,6.33,200.464878915,17,-8.73,-6.33,6.36,6.71,6.31,4.89,1,5.66,5.21
0,0,200.464878915,18,-6.33,0,0,0,0,0,0,0,0
0,0,200.464878915,19,0,0,0,0,0,0,0,0,0
0,0,200.464878915,20,0,0,0,0,0,0,0,0,0
0,0,200.464878915,21,0,0,0,0,0,0,0,0,0
0,0,200.464878915,22,0,0,0,0,0,0,0,0,0
0,0,200.464878915,23,0,0,0,0,0,0,0,0,0
0,0,201.413726597,0,0,0,0,0,0,0,0,0,0
0,0,201.413726597,1,0,0,0,0,0,0,0,0,0
0,0,201.413726597,2,0,0,0,0,0,0,0,0,0
0,0,201.413726597,3,0,0,0,0,0,0,0,0,0
0,0,201.413726597,4,0,0,0,0,0,0,0,0,0
0,0,201.413726597,5,0,3.2,0,0,0,0,0,0,0
3.64,3.2,201.413726597,6,3.2,10.09,2.65,2.75,3.03,2.55,0.87,2.02,3.31
13.8,13.29,201.413726597,7,10.09,9.27,11.17,13.04,11.68,14.04,7.59,12.09,13.66
20.83,22.56,201.413726597,8,9.27,-2.52,18.28,22.14,19.08,19.2,13.34,18.07,17.5
21.67,20.04,201.413726597,9,-2.52,2.38,20.51,21.64,24.73,21.9,18.15,24.08,22.31
22.84,22.42,201.413726597,10,2.38,2.51,20.9,23.74,23.41,22.28,21.81,23.15,23.86
22.71,24.93,201.413726597,11,2.51,1.01,19.71,27.69,24.9,25.51,25,23.09,26.43
22.86,25.94,201.413726597,12,1.01,0.6,21.24,19.7,23.12,26.92,20.12,20.68,19.03
24.14,26.54,201.413726597,13,0.6,-2.1,24.24,25.97,20.66,26.59,19.22,20.91,23.64
22.64,24.44,201.413726597,14,-2.1,-2.09,18.59,22.9,24.91,23.53,18.84,18.81,22.51
19.91,22.35,201.413726597,15,-2.09,-5.23,18.14,19.48,19.71,19.26,21.84,12.94,19.25
15.07,17.12,201.413726597,16,-5.23,-11.63,15.06,16.35,18.46,15.78,15.8,6.56,16
5.46,5.49,201.413726597,17,-11.63,-5.49,6.33,6.36,6.71,6.31,4.89,1,5.66
0,0,201.413726597,18,-5.49,0,0,0,0,0,0,0,0
0,0,201.413726597,19,0,0,0,0,0,0,0,0,0
0,0,201.413726597,20,0,0,0,0,0,0,0,0,0
0,0,201.413726597,21,0,0,0,0,0,0,0,0,0
0,0,201.413726597,22,0,0,0,0,0,0,0,0,0
0,0,201.413726597,23,0,0,0,0,0,0,0,0,0
0,0,201.744698538,0,0,0,0,0,0,0,0,0,0
0,0,201.744698538,1,0,0,0,0,0,0,0,0,0
0,0,201.744698538,2,0,0,0,0,0,0,0,0,0
0,0,201.744698538,3,0,0,0,0,0,0,0,0,0
0,0,201.744698538,4,0,0,0,0,0,0,0,0,0
0,0,201.744698538,5,0,4.04,0,0,0,0,0,0,0
3.93,4.04,201.744698538,6,4.04,8.92,3.2,2.65,2.75,3.03,2.55,0.87,2.02
11.91,12.96,201.744698538,7,8.92,5.47,13.29,11.17,13.04,11.68,14.04,7.59,12.09
16.86,18.43,201.744698538,8,5.47,1.55,22.56,18.28,22.14,19.08,19.2,13.34,18.07
20.03,19.98,201.744698538,9,1.55,1.76,20.04,20.51,21.64,24.73,21.9,18.15,24.08
22.14,21.74,201.744698538,10,1.76,-0.01,22.42,20.9,23.74,23.41,22.28,21.81,23.15
23.19,21.73,201.744698538,11,-0.01,1.97,24.93,19.71,27.69,24.9,25.51,25,23.09
22.8,23.7,201.744698538,12,1.97,-3.34,25.94,21.24,19.7,23.12,26.92,20.12,20.68
23.59,20.36,201.744698538,13,-3.34,5.91,26.54,24.24,25.97,20.66,26.59,19.22,20.91
22.95,26.27,201.744698538,14,5.91,-7.62,24.44,18.59,22.9,24.91,23.53,18.84,18.81
19.62,18.65,201.744698538,15,-7.62,-1.24,22.35,18.14,19.48,19.71,19.26,21.84,12.94
16.34,17.41,201.744698538,16,-1.24,-11.55,17.12,15.06,16.35,18.46,15.78,15.8,6.56
5.77,5.86,201.744698538,17,-11.55,-5.86,5.49,6.33,6.36,6.71,6.31,4.89,1
0,0,201.744698538,18,-5.86,0,0,0,0,0,0,0,0
0,0,201.744698538,19,0,0,0,0,0,0,0,0,0
0,0,201.744698538,20,0,0,0,0,0,0,0,0,0
0,0,201.744698538,21,0,0,0,0,0,0,0,0,0
0,0,201.744698538,22,0,0,0,0,0,0,0,0,0
0,0,201.744698538,23,0,0,0,0,0,0,0,0,0
0,0,200.717178169,0,0,0,0,0,0,0,0,0,0
0,0,200.717178169,1,0,0,0,0,0,0,0,0,0
0,0,200.717178169,2,0,0,0,0,0,0,0,0,0
0,0,200.717178169,3,0,0,0,0,0,0,0,0,0
0,0,200.717178169,4,0,0,0,0,0,0,0,0,0
0,0,200.717178169,5,0,2.89,0,0,0,0,0,0,0
2.67,2.89,200.717178169,6,2.89,6.27,4.04,3.2,2.65,2.75,3.03,2.55,0.87
8.59,9.16,200.717178169,7,6.27,-0.41,12.96,13.29,11.17,13.04,11.68,14.04,7.59
9.37,8.75,200.717178169,8,-0.41,5.72,18.43,22.56,18.28,22.14,19.08,19.2,13.34
15.8,14.47,200.717178169,9,5.72,4.84,19.98,20.04,20.51,21.64,24.73,21.9,18.15
18.31,19.31,200.717178169,10,4.84,4.26,21.74,22.42,20.9,23.74,23.41,22.28,21.81
20.55,23.57,200.717178169,11,4.26,-1.67,21.73,24.93,19.71,27.69,24.9,25.51,25
21,21.9,200.717178169,12,-1.67,-1.78,23.7,25.94,21.24,19.7,23.12,26.92,20.12
21.86,20.12,200.717178169,13,-1.78,-2.7,20.36,26.54,24.24,25.97,20.66,26.59,19.22
19.76,17.42,200.717178169,14,-2.7,-1.23,26.27,24.44,18.59,22.9,24.91,23.53,18.84
18.63,16.19,200.717178169,15,-1.23,-3.34,18.65,22.35,18.14,19.48,19.71,19.26,21.84
15.01,12.85,200.717178169,16,-3.34,-7.9,17.41,17.12,15.06,16.35,18.46,15.78,15.8
4.88,4.95,200.717178169,17,-7.9,-4.95,5.86,5.49,6.33,6.36,6.71,6.31,4.89
0,0,200.717178169,18,-4.95,0,0,0,0,0,0,0,0
0,0,200.717178169,19,0,0,0,0,0,0,0,0,0
0,0,200.717178169,20,0,0,0,0,0,0,0,0,0
0,0,200.717178169,21,0,0,0,0,0,0,0,0,0
0,0,200.717178169,22,0,0,0,0,0,0,0,0,0
0,0,200.717178169,23,0,0,0,0,0,0,0,0,0
0,0,199.828893749,0,0,0,0,0,0,0,0,0,0
0,0,199.828893749,1,0,0,0,0,0,0,0,0,0
0,0,199.828893749,2,0,0,0,0,0,0,0,0,0
0,0,199.828893749,3,0,0,0,0,0,0,0,0,0
0,0,199.828893749,4,0,0,0,0,0,0,0,0,0
0,0,199.828893749,5,0,3.82,0,0,0,0,0,0,0
3.7,3.82,199.828893749,6,3.82,9.25,2.89,4.04,3.2,2.65,2.75,3.03,2.55
13.31,13.07,199.828893749,7,9.25,7.64,9.16,12.96,13.29,11.17,13.04,11.68,14.04
18.73,20.71,199.828893749,8,7.64,2.48,8.75,18.43,22.56,18.28,22.14,19.08,19.2
21.99,23.19,199.828893749,9,2.48,-4.71,14.47,19.98,20.04,20.51,21.64,24.73,21.9
21.24,18.48,199.828893749,10,-4.71,2.12,19.31,21.74,22.42,20.9,23.74,23.41,22.28
20.13,20.6,199.828893749,11,2.12,-2.11,23.57,21.73,24.93,19.71,27.69,24.9,25.51
20.61,18.49,199.828893749,12,-2.11,-0.06,21.9,23.7,25.94,21.24,19.7,23.12,26.92
19.05,18.43,199.828893749,13,-0.06,-1.27,20.12,20.36,26.54,24.24,25.97,20.66,26.59
17.33,17.16,199.828893749,14,-1.27,-4.96,17.42,26.27,24.44,18.59,22.9,24.91,23.53
12.35,12.2,199.828893749,15,-4.96,-4.79,16.19,18.65,22.35,18.14,19.48,19.71,19.26
6.76,7.41,199.828893749,16,-4.79,-6.33,12.85,17.41,17.12,15.06,16.35,18.46,15.78
1.06,1.08,199.828893749,17,-6.33,-1.08,4.95,5.86,5.49,6.33,6.36,6.71,6.31
0,0,199.828893749,18,-1.08,0,0,0,0,0,0,0,0
0,0,199.828893749,19,0,0,0,0,0,0,0,0,0
0,0,199.828893749,20,0,0,0,0,0,0,0,0,0
0,0,199.828893749,21,0,0,0,0,0,0,0,0,0
0,0,199.828893749,22,0,0,0,0,0,0,0,0,0
0,0,199.828893749,23,0,0,0,0,0,0,0,0,0
0,0,199.257343032,0,0,0,0,0,0,0,0,0,0
0,0,199.257343032,1,0,0,0,0,0,0,0,0,0
0,0,199.257343032,2,0,0,0,0,0,0,0,0,0
0,0,199.257343032,3,0,0,0,0,0,0,0,0,0
0,0,199.257343032,4,0,0,0,0,0,0,0,0,0
0,0,199.257343032,5,0,2.58,0,0,0,0,0,0,0
2.65,2.58,199.257343032,6,2.58,9.28,3.82,2.89,4.04,3.2,2.65,2.75,3.03
11.53,11.86,199.257343032,7,9.28,3.59,13.07,9.16,12.96,13.29,11.17,13.04,11.68
15.54,15.45,199.257343032,8,3.59,1.76,20.71,8.75,18.43,22.56,18.28,22.14,19.08
20.02,17.21,199.257343032,9,1.76,1.64,23.19,14.47,19.98,20.04,20.51,21.64,24.73
20.37,18.85,199.257343032,10,1.64,-0.21,18.48,19.31,21.74,22.42,20.9,23.74,23.41
