day,demand_act,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
479,20.06,139.87,15.91,21.5,17.33,20.65,18.93,19.25,21.48,17.75,3
479,18.92,31.52,19.32,22.06,21.86,18.93,18.06,17.75,19.25,20.65,4
479,20.53,42.38,34.33,23.13,17.49,18.06,66.08,20.65,17.75,18.93,5
479,18.74,14.33,29.76,20.26,18.48,66.08,116.34,18.93,20.65,18.06,6
479,61.14,22.34,38.85,36.94,96.11,116.34,111.12,18.06,18.93,66.08,7
479,133.46,17.2,152.62,139.17,149.35,111.12,80.05,66.08,18.06,116.34,8
479,122.31,19.87,99.11,118.22,97.22,80.05,105.91,116.34,66.08,111.12,9
479,86.24,32.86,76.77,115.2,90.35,105.91,44.85,111.12,116.34,80.05,10
479,92.43,62.66,88.46,72.79,59.79,44.85,120.23,80.05,111.12,105.91,11
479,40.94,80.86,81.0,75.63,20.34,120.23,56.53,105.91,80.05,44.85,12
479,108.62,103.48,75.36,89.3,23.67,56.53,125.9,44.85,105.91,120.23,13
479,58.2,150.91,79.65,103.65,19.02,125.9,232.35,120.23,44.85,56.53,14
479,135.23,120.24,86.0,37.92,22.65,232.35,235.69,56.53,120.23,125.9,15
479,251.01,160.0,40.55,32.22,19.3,235.69,274.62,125.9,56.53,232.35,16
479,205.51,83.52,17.17,24.93,19.36,274.62,212.52,232.35,125.9,235.69,17
479,271.85,65.12,41.21,79.0,18.16,212.52,208.93,235.69,232.35,274.62,18
479,229.75,174.34,76.0,57.45,44.59,208.93,275.55,274.62,235.69,212.52,19
479,199.03,203.34,84.78,97.17,113.5,275.55,207.86,212.52,274.62,208.93,20
479,243.81,226.44,150.11,86.28,79.65,207.86,207.67,208.93,212.52,275.55,21
479,224.14,168.93,91.9,105.38,98.04,207.67,271.17,275.55,208.93,207.86,22
479,193.71,68.44,71.19,113.26,104.8,271.17,172.72,207.86,275.55,207.67,23
479,256.5,40.62,22.25,47.54,38.62,172.72,151.7,207.67,207.86,271.17,24
480,160.28,40.37,23.3,21.48,21.98,151.7,139.87,271.17,207.67,172.72,1
480,139.82,27.45,18.52,19.25,22.94,139.87,31.52,172.72,271.17,151.7,2
480,148.48,15.91,19.19,17.75,21.5,31.52,42.38,151.7,172.72,139.87,3
480,29.92,19.32,18.31,20.65,22.06,42.38,14.33,139.87,151.7,31.52,4
480,48.1,34.33,34.67,18.93,23.13,14.33,22.34,31.52,139.87,42.38,5
480,16.8,29.76,43.98,18.06,20.26,22.34,17.2,42.38,31.52,14.33,6
480,19.75,38.85,62.26,66.08,36.94,17.2,19.87,14.33,42.38,22.34,7
480,18.43,152.62,182.67,116.34,139.17,19.87,32.86,22.34,14.33,17.2,8
480,17.73,99.11,147.05,111.12,118.22,32.86,62.66,17.2,22.34,19.87,9
480,37.09,76.77,126.65,80.05,115.2,62.66,80.86,19.87,17.2,32.86,10
480,69.1,88.46,114.03,105.91,72.79,80.86,103.48,32.86,19.87,62.66,11
480,83.61,81.0,98.22,44.85,75.63,103.48,150.91,62.66,32.86,80.86,12
480,98.34,75.36,78.18,120.23,89.3,150.91,120.24,80.86,62.66,103.48,13
480,160.78,79.65,80.35,56.53,103.65,120.24,160.0,103.48,80.86,150.91,14
480,138.04,86.0,39.34,125.9,37.92,160.0,83.52,150.91,103.48,120.24,15
480,174.44,40.55,21.83,232.35,32.22,83.52,65.12,120.24,150.91,160.0,16
480,95.54,17.17,20.63,235.69,24.93,65.12,174.34,160.0,120.24,83.52,17
480,64.04,41.21,24.11,274.62,79.0,174.34,203.34,83.52,160.0,65.12,18
480,164.85,76.0,72.8,212.52,57.45,203.34,226.44,65.12,83.52,174.34,19
480,189.97,84.78,169.05,208.93,97.17,226.44,168.93,174.34,65.12,203.34,20
480,226.12,150.11,79.72,275.55,86.28,168.93,68.44,203.34,174.34,226.44,21
480,152.88,91.9,99.78,207.86,105.38,68.44,40.62,226.44,203.34,168.93,22
480,71.23,71.19,114.43,207.67,113.26,40.62,40.37,168.93,226.44,68.44,23
480,40.08,22.25,38.29,271.17,47.54,40.37,27.45,68.44,168.93,40.62,24
481,38.43,23.3,21.51,172.72,21.48,27.45,15.91,40.62,68.44,40.37,1
481,25.9,18.52,17.36,151.7,19.25,15.91,19.32,40.37,40.62,27.45,2
481,16.83,19.19,19.17,139.87,17.75,19.32,34.33,27.45,40.37,15.91,3
481,18.55,18.31,21.66,31.52,20.65,34.33,29.76,15.91,27.45,19.32,4
481,36.94,34.67,19.16,42.38,18.93,29.76,38.85,19.32,15.91,34.33,5
481,32.34,43.98,16.63,14.33,18.06,38.85,152.62,34.33,19.32,29.76,6
481,40.41,62.26,67.03,22.34,66.08,152.62,99.11,29.76,34.33,38.85,7
481,150.6,182.67,120.39,17.2,116.34,99.11,76.77,38.85,29.76,152.62,8
481,106.1,147.05,121.28,19.87,111.12,76.77,88.46,152.62,38.85,99.11,9
481,81.45,126.65,98.8,32.86,80.05,88.46,81.0,99.11,152.62,76.77,10
481,80.59,114.03,87.64,62.66,105.91,81.0,75.36,76.77,99.11,88.46,11
481,83.01,98.22,121.58,80.86,44.85,75.36,79.65,88.46,76.77,81.0,12
481,80.08,78.18,39.39,103.48,120.23,79.65,86.0,81.0,88.46,75.36,13
481,82.01,80.35,29.77,150.91,56.53,86.0,40.55,75.36,81.0,79.65,14
481,82.09,39.34,76.56,120.24,125.9,40.55,17.17,79.65,75.36,86.0,15
481,44.17,21.83,103.94,160.0,232.35,17.17,41.21,86.0,79.65,40.55,16
481,15.96,20.63,37.75,83.52,235.69,41.21,76.0,40.55,86.0,17.17,17
481,41.58,24.11,99.64,65.12,274.62,76.0,84.78,17.17,40.55,41.21,18
481,68.29,72.8,96.8,174.34,212.52,84.78,150.11,41.21,17.17,76.0,19
481,79.94,169.05,168.98,203.34,208.93,150.11,91.9,76.0,41.21,84.78,20
481,141.12,79.72,189.25,226.44,275.55,91.9,71.19,84.78,76.0,150.11,21
481,92.21,99.78,152.63,168.93,207.86,71.19,22.25,150.11,84.78,91.9,22
481,63.49,114.43,81.84,68.44,207.67,22.25,23.3,91.9,150.11,71.19,23
481,21.53,38.29,34.61,40.62,271.17,23.3,18.52,71.19,91.9,22.25,24
482,21.95,21.51,20.79,40.37,172.72,18.52,19.19,22.25,71.19,23.3,1
482,20.61,17.36,20.71,27.45,151.7,19.19,18.31,23.3,22.25,18.52,2
482,21.43,19.17,18.1,15.91,139.87,18.31,34.67,18.52,23.3,19.19,3
482,18.92,21.66,22.97,19.32,31.52,34.67,43.98,19.19,18.52,18.31,4
482,37.45,19.16,19.61,34.33,42.38,43.98,62.26,18.31,19.19,34.67,5
482,48.48,16.63,57.81,29.76,14.33,62.26,182.67,34.67,18.31,43.98,6
482,66.72,67.03,88.99,38.85,22.34,182.67,147.05,43.98,34.67,62.26,7
482,195.86,120.39,166.93,152.62,17.2,147.05,126.65,62.26,43.98,182.67,8
482,130.14,121.28,130.92,99.11,19.87,126.65,114.03,182.67,62.26,147.05,9
482,126.32,98.8,100.49,76.77,32.86,114.03,98.22,147.05,182.67,126.65,10
482,99.82,87.64,97.71,88.46,62.66,98.22,78.18,126.65,147.05,114.03,11
482,100.61,121.58,72.68,81.0,80.86,78.18,80.35,114.03,126.65,98.22,12
482,82.51,39.39,60.39,75.36,103.48,80.35,39.34,98.22,114.03,78.18,13
482,84.09,29.77,19.8,79.65,150.91,39.34,21.83,78.18,98.22,80.35,14
482,46.13,76.56,23.5,86.0,120.24,21.83,20.63,80.35,78.18,39.34,15
482,22.2,103.94,22.39,40.55,160.0,20.63,24.11,39.34,80.35,21.83,16
482,19.69,37.75,22.3,17.17,83.52,24.11,72.8,21.83,39.34,20.63,17
482,28.05,99.64,87.39,41.21,65.12,72.8,169.05,20.63,21.83,24.11,18
482,83.52,96.8,88.93,76.0,174.34,169.05,79.72,24.11,20.63,72.8,19
482,160.96,168.98,182.34,84.78,203.34,79.72,99.78,72.8,24.11,169.05,20
482,87.27,189.25,129.32,150.11,226.44,99.78,114.43,169.05,72.8,79.72,21
482,99.0,152.63,89.86,91.9,168.93,114.43,38.29,79.72,169.05,99.78,22
482,107.92,81.84,73.24,71.19,68.44,38.29,21.51,99.78,79.72,114.43,23
482,39.44,34.61,29.37,22.25,40.62,21.51,17.36,114.43,99.78,38.29,24
483,20.31,20.79,24.73,23.3,40.37,17.36,19.17,38.29,114.43,21.51,1
483,19.35,20.71,21.37,18.52,27.45,19.17,21.66,21.51,38.29,17.36,2
483,21.85,18.1,19.98,19.19,15.91,21.66,19.16,17.36,21.51,19.17,3
483,19.24,22.97,18.95,18.31,19.32,19.16,16.63,19.17,17.36,21.66,4
483,22.02,19.61,67.46,34.67,34.33,16.63,67.03,21.66,19.17,19.16,5
483,19.55,57.81,20.91,43.98,29.76,67.03,120.39,19.16,21.66,16.63,6
483,63.31,88.99,61.66,62.26,38.85,120.39,121.28,16.63,19.16,67.03,7
483,127.97,166.93,162.18,182.67,152.62,121.28,98.8,67.03,16.63,120.39,8
483,121.78,130.92,104.7,147.05,99.11,98.8,87.64,120.39,67.03,121.28,9
483,111.87,100.49,78.25,126.65,76.77,87.64,121.58,121.28,120.39,98.8,10
483,84.23,97.71,81.14,114.03,88.46,121.58,39.39,98.8,121.28,87.64,11
483,112.33,72.68,95.86,98.22,81.0,39.39,29.77,87.64,98.8,121.58,12
483,44.42,60.39,49.91,78.18,75.36,29.77,76.56,121.58,87.64,39.39,13
483,26.56,19.8,21.01,80.35,79.65,76.56,103.94,39.39,121.58,29.77,14
483,77.18,23.5,44.73,39.34,86.0,103.94,37.75,29.77,39.39,76.56,15
483,105.68,22.39,87.85,21.83,40.55,37.75,99.64,76.56,29.77,103.94,16
483,36.99,22.3,97.63,20.63,17.17,99.64,96.8,103.94,76.56,37.75,17
483,94.6,87.39,133.11,24.11,41.21,96.8,168.98,37.75,103.94,99.64,18
483,99.79,88.93,98.39,72.8,76.0,168.98,189.25,99.64,37.75,96.8,19
483,184.75,182.34,103.34,169.05,84.78,189.25,152.63,96.8,99.64,168.98,20
483,185.1,129.32,93.44,79.72,150.11,152.63,81.84,168.98,96.8,189.25,21
483,133.42,89.86,93.35,99.78,91.9,81.84,34.61,189.25,168.98,152.63,22
483,76.83,73.24,58.36,114.43,71.19,34.61,20.79,152.63,189.25,81.84,23
483,31.15,29.37,21.95,38.29,22.25,20.79,20.71,81.84,152.63,34.61,24
484,24.05,24.73,22.9,21.51,23.3,20.71,18.1,34.61,81.84,20.79,1
484,23.0,21.37,44.19,17.36,18.52,18.1,22.97,20.79,34.61,20.71,2
484,20.14,19.98,17.55,19.17,19.19,22.97,19.61,20.71,20.79,18.1,3
484,21.74,18.95,21.04,21.66,18.31,19.61,57.81,18.1,20.71,22.97,4
484,20.74,67.46,19.68,19.16,34.67,57.81,88.99,22.97,18.1,19.61,5
484,52.79,20.91,19.18,16.63,43.98,88.99,166.93,19.61,22.97,57.81,6
484,80.23,61.66,55.4,67.03,62.26,166.93,130.92,57.81,19.61,88.99,7
484,173.72,162.18,163.03,120.39,182.67,130.92,100.49,88.99,57.81,166.93,8
484,115.44,104.7,75.83,121.28,147.05,100.49,97.71,166.93,88.99,130.92,9
484,113.97,78.25,77.9,98.8,126.65,97.71,72.68,130.92,166.93,100.49,10
484,85.14,81.14,95.33,87.64,114.03,72.68,60.39,100.49,130.92,97.71,11
484,83.46,95.86,46.96,121.58,98.22,60.39,19.8,97.71,100.49,72.68,12
484,59.8,49.91,46.3,39.39,78.18,19.8,23.5,72.68,97.71,60.39,13
484,21.22,21.01,94.3,29.77,80.35,23.5,22.39,60.39,72.68,19.8,14
484,22.84,44.73,72.33,76.56,39.34,22.39,22.3,19.8,60.39,23.5,15
484,20.88,87.85,26.76,103.94,21.83,22.3,87.39,23.5,19.8,22.39,16
484,23.25,97.63,26.15,37.75,20.63,87.39,88.93,22.39,23.5,22.3,17
484,76.87,133.11,56.64,99.64,24.11,88.93,182.34,22.3,22.39,87.39,18
484,97.23,98.39,74.02,96.8,72.8,182.34,129.32,87.39,22.3,88.93,19
484,199.14,103.34,98.4,168.98,169.05,129.32,89.86,88.93,87.39,182.34,20
484,144.13,93.44,135.23,189.25,79.72,89.86,73.24,182.34,88.93,129.32,21
484,100.38,93.35,231.73,152.63,99.78,73.24,29.37,129.32,182.34,89.86,22
484,85.36,58.36,140.97,81.84,114.43,29.37,24.73,89.86,129.32,73.24,23
484,26.85,21.95,99.17,34.61,38.29,24.73,21.37,73.24,89.86,29.37,24
485,22.47,22.9,48.44,20.79,21.51,21.37,19.98,29.37,73.24,24.73,1
485,20.58,44.19,56.61,20.71,17.36,19.98,18.95,24.73,29.37,21.37,2
485,19.59,17.55,44.21,18.1,19.17,18.95,67.46,21.37,24.73,19.98,3
485,21.4,21.04,50.61,22.97,21.66,67.46,20.91,19.98,21.37,18.95,4
485,64.69,19.68,33.56,19.61,19.16,20.91,61.66,18.95,19.98,67.46,5
485,21.55,19.18,48.48,57.81,16.63,61.66,162.18,67.46,18.95,20.91,6
485,58.36,55.4,18.61,88.99,67.03,162.18,104.7,20.91,67.46,61.66,7
485,167.89,163.03,23.02,166.93,120.39,104.7,78.25,61.66,20.91,162.18,8
485,123.08,75.83,36.99,130.92,121.28,78.25,81.14,162.18,61.66,104.7,9
485,84.71,77.9,97.94,100.49,98.8,81.14,95.86,104.7,162.18,78.25,10
485,83.03,95.33,88.74,97.71,87.64,95.86,49.91,78.25,104.7,81.14,11
485,85.47,46.96,75.23,72.68,121.58,49.91,21.01,81.14,78.25,95.86,12
485,47.62,46.3,265.93,60.39,39.39,21.01,44.73,95.86,81.14,49.91,13
485,21.14,94.3,113.58,19.8,29.77,44.73,87.85,49.91,95.86,21.01,14
485,40.21,72.33,182.07,23.5,76.56,87.85,97.63,21.01,49.91,44.73,15
485,90.2,26.76,213.98,22.39,103.94,97.63,133.11,44.73,21.01,87.85,16
485,105.85,26.15,148.35,22.3,37.75,133.11,98.39,87.85,44.73,97.63,17
485,119.61,56.64,265.19,87.39,99.64,98.39,103.34,97.63,87.85,133.11,18
485,86.92,74.02,415.33,88.93,96.8,103.34,93.44,133.11,97.63,98.39,19
485,114.99,98.4,217.86,182.34,168.98,93.44,93.35,98.39,133.11,103.34,20
485,93.19,135.23,424.6,129.32,189.25,93.35,58.36,103.34,98.39,93.44,21
485,93.62,231.73,205.49,89.86,152.63,58.36,21.95,93.44,103.34,93.35,22
485,67.49,140.97,184.88,73.24,81.84,21.95,22.9,93.35,93.44,58.36,23
485,20.27,99.17,173.14,29.37,34.61,22.9,44.19,58.36,93.35,21.95,24
486,24.16,48.44,180.28,24.73,20.79,44.19,17.55,21.95,58.36,22.9,1
486,48.17,56.61,92.81,21.37,20.71,17.55,21.04,22.9,21.95,44.19,2
486,19.32,44.21,94.02,19.98,18.1,21.04,19.68,44.19,22.9,17.55,3
486,19.97,50.61,75.58,18.95,22.97,19.68,19.18,17.55,44.19,21.04,4
486,18.44,33.56,89.49,67.46,19.61,19.18,55.4,21.04,17.55,19.68,5
486,21.04,48.48,81.19,20.91,57.81,55.4,163.03,19.68,21.04,19.18,6
486,52.53,18.61,109.95,61.66,88.99,163.03,75.83,19.18,19.68,55.4,7
486,150.09,23.02,276.95,162.18,166.93,75.83,77.9,55.4,19.18,163.03,8
486,84.85,36.99,166.92,104.7,130.92,77.9,95.33,163.03,55.4,75.83,9
486,84.13,97.94,146.45,78.25,100.49,95.33,46.96,75.83,163.03,77.9,10
486,83.06,88.74,150.5,81.14,97.71,46.96,46.3,77.9,75.83,95.33,11
486,50.28,75.23,134.86,95.86,72.68,46.3,94.3,95.33,77.9,46.96,12
486,54.29,265.93,107.15,49.91,60.39,94.3,72.33,46.96,95.33,46.3,13
486,94.37,113.58,134.88,21.01,19.8,72.33,26.76,46.3,46.96,94.3,14
486,71.83,182.07,104.41,44.73,23.5,26.76,26.15,94.3,46.3,72.33,15
486,26.06,213.98,105.76,87.85,22.39,26.15,56.64,72.33,94.3,26.76,16
486,25.68,148.35,107.06,97.63,22.3,56.64,74.02,26.76,72.33,26.15,17
486,52.63,265.19,96.04,133.11,87.39,74.02,98.4,26.15,26.76,56.64,18
486,66.26,415.33,124.94,98.39,88.93,98.4,135.23,56.64,26.15,74.02,19
486,90.74,217.86,132.17,103.34,182.34,135.23,231.73,74.02,56.64,98.4,20
486,128.0,424.6,191.1,93.44,129.32,231.73,140.97,98.4,74.02,135.23,21
486,233.59,205.49,265.63,93.35,89.86,140.97,99.17,135.23,98.4,231.73,22
486,123.2,184.88,144.48,58.36,73.24,99.17,48.44,231.73,135.23,140.97,23
486,88.69,173.14,111.37,21.95,29.37,48.44,56.61,140.97,231.73,99.17,24
487,49.42,180.28,76.48,22.9,24.73,56.61,44.21,99.17,140.97,48.44,1
487,50.49,92.81,71.25,44.19,21.37,44.21,50.61,48.44,99.17,56.61,2
487,48.71,94.02,60.0,17.55,19.98,50.61,33.56,56.61,48.44,44.21,3
487,50.81,75.58,81.23,21.04,18.95,33.56,48.48,44.21,56.61,50.61,4
487,31.2,89.49,73.29,19.68,67.46,48.48,18.61,50.61,44.21,33.56,5
487,56.0,81.19,93.5,19.18,20.91,18.61,23.02,33.56,50.61,48.48,6
487,20.73,109.95,136.68,55.4,61.66,23.02,36.99,48.48,33.56,18.61,7
487,20.51,276.95,198.24,163.03,162.18,36.99,97.94,18.61,48.48,23.02,8
487,34.01,166.92,173.28,75.83,104.7,97.94,88.74,23.02,18.61,36.99,9
487,109.7,146.45,148.25,77.9,78.25,88.74,75.23,36.99,23.02,97.94,10
487,102.52,150.5,138.2,95.33,81.14,75.23,265.93,97.94,36.99,88.74,11
487,84.98,134.86,113.66,46.96,95.86,265.93,113.58,88.74,97.94,75.23,12
487,249.5,107.15,119.64,46.3,49.91,113.58,182.07,75.23,88.74,265.93,13
487,118.48,134.88,70.31,94.3,21.01,182.07,213.98,265.93,75.23,113.58,14
487,161.3,104.41,49.83,72.33,44.73,213.98,148.35,113.58,265.93,182.07,15
487,206.74,105.76,55.09,26.76,87.85,148.35,265.19,182.07,113.58,213.98,16
487,168.76,107.06,53.84,26.15,97.63,265.19,415.33,213.98,182.07,148.35,17
487,252.36,96.04,88.37,56.64,133.11,415.33,217.86,148.35,213.98,265.19,18
487,393.63,124.94,135.62,74.02,98.39,217.86,424.6,265.19,148.35,415.33,19
487,224.57,132.17,230.98,98.4,103.34,424.6,205.49,415.33,265.19,217.86,20
487,378.63,191.1,225.6,135.23,93.44,205.49,184.88,217.86,415.33,424.6,21
487,226.54,265.63,146.38,231.73,93.35,184.88,173.14,424.6,217.86,205.49,22
487,198.44,144.48,128.65,140.97,58.36,173.14,180.28,205.49,424.6,184.88,23
487,168.75,111.37,40.46,99.17,21.95,180.28,92.81,184.88,205.49,173.14,24
488,164.99,76.48,13.95,48.44,22.9,92.81,94.02,173.14,184.88,180.28,1
488,85.0,71.25,18.12,56.61,44.19,94.02,75.58,180.28,173.14,92.81,2
488,87.36,60.0,17.31,44.21,17.55,75.58,89.49,92.81,180.28,94.02,3
488,84.26,81.23,18.54,50.61,21.04,89.49,81.19,94.02,92.81,75.58,4
488,85.68,73.29,18.07,33.56,19.68,81.19,109.95,75.58,94.02,89.49,5
488,82.23,93.5,15.38,48.48,19.18,109.95,276.95,89.49,75.58,81.19,6
488,129.13,136.68,125.76,18.61,55.4,276.95,166.92,81.19,89.49,109.95,7
488,249.16,198.24,176.04,23.02,163.03,166.92,146.45,109.95,81.19,276.95,8
488,195.17,173.28,90.84,36.99,75.83,146.45,150.5,276.95,109.95,166.92,9
488,171.02,148.25,68.22,97.94,77.9,150.5,134.86,166.92,276.95,146.45,10
488,146.2,138.2,81.01,88.74,95.33,134.86,107.15,146.45,166.92,150.5,11
488,120.05,113.66,70.88,75.23,46.96,107.15,134.88,150.5,146.45,134.86,12
488,115.39,119.64,82.84,265.93,46.3,134.88,104.41,134.86,150.5,107.15,13
488,119.68,70.31,44.4,113.58,94.3,104.41,105.76,107.15,134.86,134.88,14
488,117.38,49.83,17.28,182.07,72.33,105.76,107.06,134.88,107.15,104.41,15
488,118.24,55.09,21.25,213.98,26.76,107.06,96.04,104.41,134.88,105.76,16
488,123.83,53.84,14.26,148.35,26.15,96.04,124.94,105.76,104.41,107.06,17
488,97.75,88.37,18.17,265.19,56.64,124.94,132.17,107.06,105.76,96.04,18
488,136.61,135.62,25.76,415.33,74.02,132.17,191.1,96.04,107.06,124.94,19
488,126.02,230.98,61.81,217.86,98.4,191.1,265.63,124.94,96.04,132.17,20
488,166.28,225.6,199.17,424.6,135.23,265.63,144.48,132.17,124.94,191.1,21
488,239.62,146.38,122.22,205.49,231.73,144.48,111.37,191.1,132.17,265.63,22
488,136.99,128.65,133.28,184.88,140.97,111.37,76.48,265.63,191.1,144.48,23
488,114.93,40.46,67.6,173.14,99.17,76.48,71.25,144.48,265.63,111.37,24
489,74.03,13.95,44.66,180.28,48.44,71.25,60.0,111.37,144.48,76.48,1
489,68.36,18.12,38.87,92.81,56.61,60.0,81.23,76.48,111.37,71.25,2
489,67.79,17.31,49.97,94.02,44.21,81.23,73.29,71.25,76.48,60.0,3
489,75.16,18.54,35.26,75.58,50.61,73.29,93.5,60.0,71.25,81.23,4
489,73.41,18.07,42.14,89.49,33.56,93.5,136.68,81.23,60.0,73.29,5
489,105.45,15.38,47.98,81.19,48.48,136.68,198.24,73.29,81.23,93.5,6
489,126.9,125.76,145.14,109.95,18.61,198.24,173.28,93.5,73.29,136.68,7
489,221.37,176.04,194.53,276.95,23.02,173.28,148.25,136.68,93.5,198.24,8
489,155.86,90.84,118.08,166.92,36.99,148.25,138.2,198.24,136.68,173.28,9
489,156.01,68.22,106.61,146.45,97.94,138.2,113.66,173.28,198.24,148.25,10
489,132.46,81.01,116.44,150.5,88.74,113.66,119.64,148.25,173.28,138.2,11
489,114.05,70.88,119.54,134.86,75.23,119.64,70.31,138.2,148.25,113.66,12
489,119.59,82.84,99.52,107.15,265.93,70.31,49.83,113.66,138.2,119.64,13
489,72.84,44.4,111.16,134.88,113.58,49.83,55.09,119.64,113.66,70.31,14
489,53.67,17.28,127.66,104.41,182.07,55.09,53.84,70.31,119.64,49.83,15
489,48.5,21.25,85.6,105.76,213.98,53.84,88.37,49.83,70.31,55.09,16
489,49.83,14.26,47.26,107.06,148.35,88.37,135.62,55.09,49.83,53.84,17
489,92.48,18.17,49.12,96.04,265.19,135.62,230.98,53.84,55.09,88.37,18
489,135.85,25.76,70.73,124.94,415.33,230.98,225.6,88.37,53.84,135.62,19
489,241.22,61.81,212.48,132.17,217.86,225.6,146.38,135.62,88.37,230.98,20
489,213.42,199.17,219.34,191.1,424.6,146.38,128.65,230.98,135.62,225.6,21
489,139.17,122.22,173.68,265.63,205.49,128.65,40.46,225.6,230.98,146.38,22
489,120.87,133.28,60.8,144.48,184.88,40.46,13.95,146.38,225.6,128.65,23
489,44.55,67.6,57.12,111.37,173.14,13.95,18.12,128.65,146.38,40.46,24
490,15.77,44.66,15.45,76.48,180.28,18.12,17.31,40.46,128.65,13.95,1
490,17.14,38.87,16.59,71.25,92.81,17.31,18.54,13.95,40.46,18.12,2
490,16.28,49.97,18.03,60.0,94.02,18.54,18.07,18.12,13.95,17.31,3
490,16.55,35.26,17.31,81.23,75.58,18.07,15.38,17.31,18.12,18.54,4
490,17.72,42.14,17.69,73.29,89.49,15.38,125.76,18.54,17.31,18.07,5
490,15.94,47.98,15.67,93.5,81.19,125.76,176.04,18.07,18.54,15.38,6
490,123.21,145.14,89.61,136.68,109.95,176.04,90.84,15.38,18.07,125.76,7
490,171.66,194.53,195.41,198.24,276.95,90.84,68.22,125.76,15.38,176.04,8
490,84.95,118.08,183.47,173.28,166.92,68.22,81.01,176.04,125.76,90.84,9
490,79.31,106.61,114.37,148.25,146.45,81.01,70.88,90.84,176.04,68.22,10
490,80.37,116.44,76.91,138.2,150.5,70.88,82.84,68.22,90.84,81.01,11
490,81.63,119.54,76.05,113.66,134.86,82.84,44.4,81.01,68.22,70.88,12
490,90.72,99.52,90.11,119.64,107.15,44.4,17.28,70.88,81.01,82.84,13
490,47.4,111.16,62.42,70.31,134.88,17.28,21.25,82.84,70.88,44.4,14
490,16.32,127.66,35.56,49.83,104.41,21.25,14.26,44.4,82.84,17.28,15
490,18.6,85.6,33.54,55.09,105.76,14.26,18.17,17.28,44.4,21.25,16
490,15.63,47.26,117.16,53.84,107.06,18.17,25.76,21.25,17.28,14.26,17
490,17.38,49.12,80.85,88.37,96.04,25.76,61.81,14.26,21.25,18.17,18
490,29.82,70.73,100.76,135.62,124.94,61.81,199.17,18.17,14.26,25.76,19
490,63.92,212.48,145.5,230.98,132.17,199.17,122.22,25.76,18.17,61.81,20
490,182.67,219.34,155.64,225.6,191.1,122.22,133.28,61.81,25.76,199.17,21
490,124.78,173.68,164.01,146.38,265.63,133.28,67.6,199.17,61.81,122.22,22
490,118.81,60.8,68.81,128.65,144.48,67.6,44.66,122.22,199.17,133.28,23
490,69.37,57.12,19.06,40.46,111.37,44.66,38.87,133.28,122.22,67.6,24
491,46.92,15.45,18.7,13.95,76.48,38.87,49.97,67.6,133.28,44.66,1
491,44.14,16.59,15.9,18.12,71.25,49.97,35.26,44.66,67.6,38.87,2
491,56.2,18.03,15.94,17.31,60.0,35.26,42.14,38.87,44.66,49.97,3
491,40.88,17.31,38.82,18.54,81.23,42.14,47.98,49.97,38.87,35.26,4
491,49.13,17.69,27.02,18.07,73.29,47.98,145.14,35.26,49.97,42.14,5
491,50.13,15.67,15.77,15.38,93.5,145.14,194.53,42.14,35.26,47.98,6
491,129.69,89.61,23.66,125.76,136.68,194.53,118.08,47.98,42.14,145.14,7
491,194.9,195.41,169.99,176.04,198.24,118.08,106.61,145.14,47.98,194.53,8
491,122.34,183.47,176.12,90.84,173.28,106.61,116.44,194.53,145.14,118.08,9
491,110.75,114.37,95.02,68.22,148.25,116.44,119.54,118.08,194.53,106.61,10
491,104.83,76.91,50.79,81.01,138.2,119.54,99.52,106.61,118.08,116.44,11
491,105.77,76.05,48.47,70.88,113.66,99.52,111.16,116.44,106.61,119.54,12
491,109.57,90.11,73.84,82.84,119.64,111.16,127.66,119.54,116.44,99.52,13
491,110.83,62.42,149.38,44.4,70.31,127.66,85.6,99.52,119.54,111.16,14
491,114.16,35.56,174.82,17.28,49.83,85.6,47.26,111.16,99.52,127.66,15
491,76.5,33.54,133.58,21.25,55.09,47.26,49.12,127.66,111.16,85.6,16
491,42.35,117.16,81.02,14.26,53.84,49.12,70.73,85.6,127.66,47.26,17
491,47.69,80.85,94.33,18.17,88.37,70.73,212.48,47.26,85.6,49.12,18
491,73.4,100.76,91.11,25.76,135.62,212.48,219.34,49.12,47.26,70.73,19
491,226.86,145.5,259.39,61.81,230.98,219.34,173.68,70.73,49.12,212.48,20
491,232.04,155.64,128.31,199.17,225.6,173.68,60.8,212.48,70.73,219.34,21
491,166.57,164.01,229.43,122.22,146.38,60.8,57.12,219.34,212.48,173.68,22
491,55.76,68.81,179.45,133.28,128.65,57.12,15.45,173.68,219.34,60.8,23
491,50.81,19.06,201.9,67.6,40.46,15.45,16.59,60.8,173.68,57.12,24
492,17.04,18.7,166.88,44.66,13.95,16.59,18.03,57.12,60.8,15.45,1
492,16.19,15.9,65.72,38.87,18.12,18.03,17.31,15.45,57.12,16.59,2
492,18.09,15.94,17.55,49.97,17.31,17.31,17.69,16.59,15.45,18.03,3
492,15.72,38.82,16.84,35.26,18.54,17.69,15.67,18.03,16.59,17.31,4
492,17.96,27.02,19.0,42.14,18.07,15.67,89.61,17.31,18.03,17.69,5
492,16.15,15.77,17.86,47.98,15.38,89.61,195.41,17.69,17.31,15.67,6
